Year,Event,Driver,Team,LapNumber,Stint,TyreLife,Compound,LapTime,Position,TrackTemp,AirTemp,FuelEstimate
2024,Bahrain Grand Prix,VER,Red Bull Racing,2,1,5,SOFT,96.296,1,23.7,18.2,108.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,3,1,6,SOFT,96.753,1,23.7,18.2,106.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,4,1,7,SOFT,96.647,1,23.7,18.2,104.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,5,1,8,SOFT,97.173,1,23.7,18.2,102.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,6,1,9,SOFT,97.092,1,23.7,18.2,101
2024,Bahrain Grand Prix,VER,Red Bull Racing,7,1,10,SOFT,97.038,1,23.7,18.2,99.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,8,1,11,SOFT,97.024,1,23.7,18.2,97.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,9,1,12,SOFT,97.229,1,23.7,18.2,95.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,12,1,15,SOFT,97.045,1,23.7,18.2,90.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,13,1,16,SOFT,97.03,1,23.7,18.2,88.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,14,1,17,SOFT,97.028,1,23.7,18.2,86.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,15,1,18,SOFT,97.011,1,23.7,18.2,84.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,16,1,19,SOFT,97.168,1,23.7,18.2,83
2024,Bahrain Grand Prix,VER,Red Bull Racing,19,2,2,HARD,95.283,1,23.7,18.2,77.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,20,2,3,HARD,95.16,1,23.7,18.2,75.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,21,2,4,HARD,95.316,1,23.7,18.2,74
2024,Bahrain Grand Prix,VER,Red Bull Racing,22,2,5,HARD,95.204,1,23.7,18.2,72.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,23,2,6,HARD,95.216,1,23.7,18.2,70.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,24,2,7,HARD,95.289,1,23.7,18.2,68.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,25,2,8,HARD,95.342,1,23.7,18.2,66.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,26,2,9,HARD,95.223,1,23.7,18.2,65
2024,Bahrain Grand Prix,VER,Red Bull Racing,27,2,10,HARD,95.581,1,23.7,18.2,63.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,28,2,11,HARD,95.477,1,23.7,18.2,61.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,29,2,12,HARD,95.793,1,23.7,18.2,59.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,30,2,13,HARD,95.771,1,23.7,18.2,57.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,31,2,14,HARD,95.679,1,23.7,18.2,56
2024,Bahrain Grand Prix,VER,Red Bull Racing,32,2,15,HARD,95.886,1,23.7,18.2,54.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,33,2,16,HARD,95.863,1,23.7,18.2,52.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,34,2,17,HARD,96.133,1,23.7,18.2,50.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,35,2,18,HARD,96.018,1,23.7,18.2,48.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,36,2,19,HARD,96.205,1,23.7,18.2,47
2024,Bahrain Grand Prix,VER,Red Bull Racing,39,3,2,SOFT,92.608,1,23.7,18.2,41.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,40,3,3,SOFT,96.589,1,23.7,18.2,39.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,41,3,4,SOFT,95.29,1,23.7,18.2,38
2024,Bahrain Grand Prix,VER,Red Bull Racing,42,3,5,SOFT,94.667,1,23.7,18.2,36.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,43,3,6,SOFT,94.151,1,23.7,18.2,34.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,44,3,7,SOFT,94.531,1,23.7,18.2,32.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,45,3,8,SOFT,94.249,1,23.7,18.2,30.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,46,3,9,SOFT,94.193,1,23.7,18.2,29
2024,Bahrain Grand Prix,VER,Red Bull Racing,47,3,10,SOFT,94.239,1,23.7,18.2,27.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,48,3,11,SOFT,94.35,1,23.7,18.2,25.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,49,3,12,SOFT,94.403,1,23.7,18.2,23.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,50,3,13,SOFT,94.783,1,23.7,18.2,21.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,51,3,14,SOFT,94.34,1,23.7,18.2,20
2024,Bahrain Grand Prix,VER,Red Bull Racing,52,3,15,SOFT,94.906,1,23.7,18.2,18.2
2024,Bahrain Grand Prix,VER,Red Bull Racing,53,3,16,SOFT,95.6,1,23.7,18.2,16.4
2024,Bahrain Grand Prix,VER,Red Bull Racing,54,3,17,SOFT,95.334,1,23.7,18.2,14.6
2024,Bahrain Grand Prix,VER,Red Bull Racing,55,3,18,SOFT,95.184,1,23.7,18.2,12.8
2024,Bahrain Grand Prix,VER,Red Bull Racing,56,3,19,SOFT,94.671,1,23.7,18.2,11
2024,Bahrain Grand Prix,VER,Red Bull Racing,57,3,20,SOFT,94.923,1,23.7,18.2,9.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,2,1,5,SOFT,96.541,4,23.7,18.2,108.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,3,1,6,SOFT,97.297,4,23.7,18.2,106.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,4,1,7,SOFT,97.722,4,23.7,18.2,104.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,5,1,8,SOFT,98.044,4,23.7,18.2,102.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,6,1,9,SOFT,97.823,4,23.7,18.2,101
2024,Bahrain Grand Prix,PER,Red Bull Racing,7,1,10,SOFT,97.821,3,23.7,18.2,99.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,8,1,11,SOFT,97.838,3,23.7,18.2,97.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,9,1,12,SOFT,97.596,3,23.7,18.2,95.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,11,1,14,SOFT,97.836,2,23.7,18.2,92
2024,Bahrain Grand Prix,PER,Red Bull Racing,14,2,2,HARD,95.606,6,23.7,18.2,86.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,15,2,3,HARD,96.815,3,23.7,18.2,84.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,16,2,4,HARD,95.783,2,23.7,18.2,83
2024,Bahrain Grand Prix,PER,Red Bull Racing,17,2,5,HARD,96.454,2,23.7,18.2,81.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,18,2,6,HARD,96.311,2,23.7,18.2,79.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,19,2,7,HARD,96.038,2,23.7,18.2,77.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,20,2,8,HARD,96.278,2,23.7,18.2,75.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,21,2,9,HARD,96.165,2,23.7,18.2,74
2024,Bahrain Grand Prix,PER,Red Bull Racing,22,2,10,HARD,96.037,2,23.7,18.2,72.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,23,2,11,HARD,96.249,2,23.7,18.2,70.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,24,2,12,HARD,96.211,2,23.7,18.2,68.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,25,2,13,HARD,96.344,2,23.7,18.2,66.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,26,2,14,HARD,96.347,2,23.7,18.2,65
2024,Bahrain Grand Prix,PER,Red Bull Racing,27,2,15,HARD,96.233,2,23.7,18.2,63.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,28,2,16,HARD,96.226,2,23.7,18.2,61.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,29,2,17,HARD,96.437,2,23.7,18.2,59.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,30,2,18,HARD,96.313,2,23.7,18.2,57.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,31,2,19,HARD,96.339,2,23.7,18.2,56
2024,Bahrain Grand Prix,PER,Red Bull Racing,32,2,20,HARD,96.276,2,23.7,18.2,54.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,33,2,21,HARD,96.564,2,23.7,18.2,52.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,34,2,22,HARD,96.378,2,23.7,18.2,50.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,35,2,23,HARD,96.776,2,23.7,18.2,48.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,38,3,2,SOFT,94.804,2,23.7,18.2,43.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,39,3,3,SOFT,94.607,2,23.7,18.2,41.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,40,3,4,SOFT,94.364,2,23.7,18.2,39.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,41,3,5,SOFT,94.4,2,23.7,18.2,38
2024,Bahrain Grand Prix,PER,Red Bull Racing,42,3,6,SOFT,94.525,2,23.7,18.2,36.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,43,3,7,SOFT,94.797,2,23.7,18.2,34.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,44,3,8,SOFT,94.799,2,23.7,18.2,32.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,45,3,9,SOFT,94.592,2,23.7,18.2,30.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,46,3,10,SOFT,94.844,2,23.7,18.2,29
2024,Bahrain Grand Prix,PER,Red Bull Racing,47,3,11,SOFT,94.73,2,23.7,18.2,27.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,48,3,12,SOFT,94.885,2,23.7,18.2,25.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,49,3,13,SOFT,94.966,2,23.7,18.2,23.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,50,3,14,SOFT,95.082,2,23.7,18.2,21.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,51,3,15,SOFT,94.94,2,23.7,18.2,20
2024,Bahrain Grand Prix,PER,Red Bull Racing,52,3,16,SOFT,95.183,2,23.7,18.2,18.2
2024,Bahrain Grand Prix,PER,Red Bull Racing,53,3,17,SOFT,95.842,2,23.7,18.2,16.4
2024,Bahrain Grand Prix,PER,Red Bull Racing,54,3,18,SOFT,95.459,2,23.7,18.2,14.6
2024,Bahrain Grand Prix,PER,Red Bull Racing,55,3,19,SOFT,95.611,2,23.7,18.2,12.8
2024,Bahrain Grand Prix,PER,Red Bull Racing,56,3,20,SOFT,95.568,2,23.7,18.2,11
2024,Bahrain Grand Prix,PER,Red Bull Racing,57,3,21,SOFT,95.746,2,23.7,18.2,9.2
2024,Bahrain Grand Prix,SAI,Ferrari,2,1,5,SOFT,97.236,5,23.7,18.2,108.2
2024,Bahrain Grand Prix,SAI,Ferrari,3,1,6,SOFT,97.08,5,23.7,18.2,106.4
2024,Bahrain Grand Prix,SAI,Ferrari,4,1,7,SOFT,97.264,5,23.7,18.2,104.6
2024,Bahrain Grand Prix,SAI,Ferrari,5,1,8,SOFT,98.032,5,23.7,18.2,102.8
2024,Bahrain Grand Prix,SAI,Ferrari,6,1,9,SOFT,97.741,5,23.7,18.2,101
2024,Bahrain Grand Prix,SAI,Ferrari,7,1,10,SOFT,98.26,5,23.7,18.2,99.2
2024,Bahrain Grand Prix,SAI,Ferrari,8,1,11,SOFT,98.183,5,23.7,18.2,97.4
2024,Bahrain Grand Prix,SAI,Ferrari,9,1,12,SOFT,98.03,5,23.7,18.2,95.6
2024,Bahrain Grand Prix,SAI,Ferrari,11,1,14,SOFT,97.656,3,23.7,18.2,92
2024,Bahrain Grand Prix,SAI,Ferrari,12,1,15,SOFT,97.65,2,23.7,18.2,90.2
2024,Bahrain Grand Prix,SAI,Ferrari,13,1,16,SOFT,97.243,2,23.7,18.2,88.4
2024,Bahrain Grand Prix,SAI,Ferrari,16,2,2,HARD,96.376,5,23.7,18.2,83
2024,Bahrain Grand Prix,SAI,Ferrari,17,2,3,HARD,95.507,4,23.7,18.2,81.2
2024,Bahrain Grand Prix,SAI,Ferrari,18,2,4,HARD,96.088,3,23.7,18.2,79.4
2024,Bahrain Grand Prix,SAI,Ferrari,19,2,5,HARD,96.236,3,23.7,18.2,77.6
2024,Bahrain Grand Prix,SAI,Ferrari,20,2,6,HARD,96.034,3,23.7,18.2,75.8
2024,Bahrain Grand Prix,SAI,Ferrari,21,2,7,HARD,96.104,3,23.7,18.2,74
2024,Bahrain Grand Prix,SAI,Ferrari,22,2,8,HARD,96.008,3,23.7,18.2,72.2
2024,Bahrain Grand Prix,SAI,Ferrari,23,2,9,HARD,96.149,3,23.7,18.2,70.4
2024,Bahrain Grand Prix,SAI,Ferrari,24,2,10,HARD,96.2,3,23.7,18.2,68.6
2024,Bahrain Grand Prix,SAI,Ferrari,25,2,11,HARD,96.22,3,23.7,18.2,66.8
2024,Bahrain Grand Prix,SAI,Ferrari,26,2,12,HARD,96.221,3,23.7,18.2,65
2024,Bahrain Grand Prix,SAI,Ferrari,27,2,13,HARD,96.272,3,23.7,18.2,63.2
2024,Bahrain Grand Prix,SAI,Ferrari,28,2,14,HARD,96.534,3,23.7,18.2,61.4
2024,Bahrain Grand Prix,SAI,Ferrari,29,2,15,HARD,96.6,3,23.7,18.2,59.6
2024,Bahrain Grand Prix,SAI,Ferrari,30,2,16,HARD,96.337,3,23.7,18.2,57.8
2024,Bahrain Grand Prix,SAI,Ferrari,31,2,17,HARD,96.537,3,23.7,18.2,56
2024,Bahrain Grand Prix,SAI,Ferrari,32,2,18,HARD,96.762,3,23.7,18.2,54.2
2024,Bahrain Grand Prix,SAI,Ferrari,33,2,19,HARD,96.556,3,23.7,18.2,52.4
2024,Bahrain Grand Prix,SAI,Ferrari,34,2,20,HARD,96.551,3,23.7,18.2,50.6
2024,Bahrain Grand Prix,SAI,Ferrari,37,3,2,HARD,95.302,3,23.7,18.2,45.2
2024,Bahrain Grand Prix,SAI,Ferrari,38,3,3,HARD,95.1,3,23.7,18.2,43.4
2024,Bahrain Grand Prix,SAI,Ferrari,39,3,4,HARD,94.709,3,23.7,18.2,41.6
2024,Bahrain Grand Prix,SAI,Ferrari,40,3,5,HARD,94.739,3,23.7,18.2,39.8
2024,Bahrain Grand Prix,SAI,Ferrari,41,3,6,HARD,95.041,3,23.7,18.2,38
2024,Bahrain Grand Prix,SAI,Ferrari,42,3,7,HARD,94.861,3,23.7,18.2,36.2
2024,Bahrain Grand Prix,SAI,Ferrari,43,3,8,HARD,94.795,3,23.7,18.2,34.4
2024,Bahrain Grand Prix,SAI,Ferrari,44,3,9,HARD,94.507,3,23.7,18.2,32.6
2024,Bahrain Grand Prix,SAI,Ferrari,45,3,10,HARD,94.79,3,23.7,18.2,30.8
2024,Bahrain Grand Prix,SAI,Ferrari,46,3,11,HARD,94.853,3,23.7,18.2,29
2024,Bahrain Grand Prix,SAI,Ferrari,47,3,12,HARD,94.901,3,23.7,18.2,27.2
2024,Bahrain Grand Prix,SAI,Ferrari,48,3,13,HARD,94.981,3,23.7,18.2,25.4
2024,Bahrain Grand Prix,SAI,Ferrari,49,3,14,HARD,95.44,3,23.7,18.2,23.6
2024,Bahrain Grand Prix,SAI,Ferrari,50,3,15,HARD,95.142,3,23.7,18.2,21.8
2024,Bahrain Grand Prix,SAI,Ferrari,51,3,16,HARD,95.282,3,23.7,18.2,20
2024,Bahrain Grand Prix,SAI,Ferrari,52,3,17,HARD,95.083,3,23.7,18.2,18.2
2024,Bahrain Grand Prix,SAI,Ferrari,53,3,18,HARD,95.211,3,23.7,18.2,16.4
2024,Bahrain Grand Prix,SAI,Ferrari,54,3,19,HARD,95.309,3,23.7,18.2,14.6
2024,Bahrain Grand Prix,SAI,Ferrari,55,3,20,HARD,95.407,3,23.7,18.2,12.8
2024,Bahrain Grand Prix,SAI,Ferrari,56,3,21,HARD,95.305,3,23.7,18.2,11
2024,Bahrain Grand Prix,SAI,Ferrari,57,3,22,HARD,95.327,3,23.7,18.2,9.2
2024,Bahrain Grand Prix,LEC,Ferrari,2,1,5,SOFT,96.862,2,23.7,18.2,108.2
2024,Bahrain Grand Prix,LEC,Ferrari,3,1,6,SOFT,98.062,3,23.7,18.2,106.4
2024,Bahrain Grand Prix,LEC,Ferrari,4,1,7,SOFT,97.752,3,23.7,18.2,104.6
2024,Bahrain Grand Prix,LEC,Ferrari,5,1,8,SOFT,98.131,3,23.7,18.2,102.8
2024,Bahrain Grand Prix,LEC,Ferrari,6,1,9,SOFT,97.782,3,23.7,18.2,101
2024,Bahrain Grand Prix,LEC,Ferrari,7,1,10,SOFT,98.957,4,23.7,18.2,99.2
2024,Bahrain Grand Prix,LEC,Ferrari,8,1,11,SOFT,98.136,4,23.7,18.2,97.4
2024,Bahrain Grand Prix,LEC,Ferrari,9,1,12,SOFT,97.844,4,23.7,18.2,95.6
2024,Bahrain Grand Prix,LEC,Ferrari,13,2,2,HARD,96.432,9,23.7,18.2,88.4
2024,Bahrain Grand Prix,LEC,Ferrari,14,2,3,HARD,96.756,8,23.7,18.2,86.6
2024,Bahrain Grand Prix,LEC,Ferrari,15,2,4,HARD,96.813,6,23.7,18.2,84.8
2024,Bahrain Grand Prix,LEC,Ferrari,16,2,5,HARD,96.673,4,23.7,18.2,83
2024,Bahrain Grand Prix,LEC,Ferrari,17,2,6,HARD,97.302,5,23.7,18.2,81.2
2024,Bahrain Grand Prix,LEC,Ferrari,18,2,7,HARD,97.438,5,23.7,18.2,79.4
2024,Bahrain Grand Prix,LEC,Ferrari,19,2,8,HARD,96.821,5,23.7,18.2,77.6
2024,Bahrain Grand Prix,LEC,Ferrari,20,2,9,HARD,96.794,5,23.7,18.2,75.8
2024,Bahrain Grand Prix,LEC,Ferrari,21,2,10,HARD,96.977,5,23.7,18.2,74
2024,Bahrain Grand Prix,LEC,Ferrari,22,2,11,HARD,96.796,5,23.7,18.2,72.2
2024,Bahrain Grand Prix,LEC,Ferrari,23,2,12,HARD,96.987,5,23.7,18.2,70.4
2024,Bahrain Grand Prix,LEC,Ferrari,24,2,13,HARD,96.924,5,23.7,18.2,68.6
2024,Bahrain Grand Prix,LEC,Ferrari,25,2,14,HARD,96.76,5,23.7,18.2,66.8
2024,Bahrain Grand Prix,LEC,Ferrari,26,2,15,HARD,96.81,5,23.7,18.2,65
2024,Bahrain Grand Prix,LEC,Ferrari,27,2,16,HARD,96.831,5,23.7,18.2,63.2
2024,Bahrain Grand Prix,LEC,Ferrari,28,2,17,HARD,96.907,5,23.7,18.2,61.4
2024,Bahrain Grand Prix,LEC,Ferrari,29,2,18,HARD,96.963,5,23.7,18.2,59.6
2024,Bahrain Grand Prix,LEC,Ferrari,30,2,19,HARD,97.158,5,23.7,18.2,57.8
2024,Bahrain Grand Prix,LEC,Ferrari,31,2,20,HARD,97.031,4,23.7,18.2,56
2024,Bahrain Grand Prix,LEC,Ferrari,32,2,21,HARD,96.941,4,23.7,18.2,54.2
2024,Bahrain Grand Prix,LEC,Ferrari,33,2,22,HARD,96.741,4,23.7,18.2,52.4
2024,Bahrain Grand Prix,LEC,Ferrari,36,3,2,HARD,94.09,5,23.7,18.2,47
2024,Bahrain Grand Prix,LEC,Ferrari,37,3,3,HARD,94.897,5,23.7,18.2,45.2
2024,Bahrain Grand Prix,LEC,Ferrari,38,3,4,HARD,94.783,5,23.7,18.2,43.4
2024,Bahrain Grand Prix,LEC,Ferrari,39,3,5,HARD,95.087,5,23.7,18.2,41.6
2024,Bahrain Grand Prix,LEC,Ferrari,40,3,6,HARD,94.859,5,23.7,18.2,39.8
2024,Bahrain Grand Prix,LEC,Ferrari,41,3,7,HARD,95.028,5,23.7,18.2,38
2024,Bahrain Grand Prix,LEC,Ferrari,42,3,8,HARD,94.982,5,23.7,18.2,36.2
2024,Bahrain Grand Prix,LEC,Ferrari,43,3,9,HARD,95.192,5,23.7,18.2,34.4
2024,Bahrain Grand Prix,LEC,Ferrari,44,3,10,HARD,95.051,5,23.7,18.2,32.6
2024,Bahrain Grand Prix,LEC,Ferrari,45,3,11,HARD,95.22,5,23.7,18.2,30.8
2024,Bahrain Grand Prix,LEC,Ferrari,46,3,12,HARD,95.058,4,23.7,18.2,29
2024,Bahrain Grand Prix,LEC,Ferrari,47,3,13,HARD,95.057,4,23.7,18.2,27.2
2024,Bahrain Grand Prix,LEC,Ferrari,48,3,14,HARD,95.308,4,23.7,18.2,25.4
2024,Bahrain Grand Prix,LEC,Ferrari,49,3,15,HARD,95.302,4,23.7,18.2,23.6
2024,Bahrain Grand Prix,LEC,Ferrari,50,3,16,HARD,95.383,4,23.7,18.2,21.8
2024,Bahrain Grand Prix,LEC,Ferrari,51,3,17,HARD,95.418,4,23.7,18.2,20
2024,Bahrain Grand Prix,LEC,Ferrari,52,3,18,HARD,95.394,4,23.7,18.2,18.2
2024,Bahrain Grand Prix,LEC,Ferrari,53,3,19,HARD,95.48,4,23.7,18.2,16.4
2024,Bahrain Grand Prix,LEC,Ferrari,54,3,20,HARD,95.265,4,23.7,18.2,14.6
2024,Bahrain Grand Prix,LEC,Ferrari,55,3,21,HARD,95.785,4,23.7,18.2,12.8
2024,Bahrain Grand Prix,LEC,Ferrari,56,3,22,HARD,95.924,4,23.7,18.2,11
2024,Bahrain Grand Prix,LEC,Ferrari,57,3,23,HARD,96.324,4,23.7,18.2,9.2
2024,Bahrain Grand Prix,RUS,Mercedes,2,1,5,SOFT,96.635,3,23.7,18.2,108.2
2024,Bahrain Grand Prix,RUS,Mercedes,3,1,6,SOFT,96.406,2,23.7,18.2,106.4
2024,Bahrain Grand Prix,RUS,Mercedes,4,1,7,SOFT,97.738,2,23.7,18.2,104.6
2024,Bahrain Grand Prix,RUS,Mercedes,5,1,8,SOFT,98.116,2,23.7,18.2,102.8
2024,Bahrain Grand Prix,RUS,Mercedes,6,1,9,SOFT,97.784,2,23.7,18.2,101
2024,Bahrain Grand Prix,RUS,Mercedes,7,1,10,SOFT,98.082,2,23.7,18.2,99.2
2024,Bahrain Grand Prix,RUS,Mercedes,8,1,11,SOFT,97.862,2,23.7,18.2,97.4
2024,Bahrain Grand Prix,RUS,Mercedes,9,1,12,SOFT,97.73,2,23.7,18.2,95.6
2024,Bahrain Grand Prix,RUS,Mercedes,13,2,2,HARD,97.167,7,23.7,18.2,88.4
2024,Bahrain Grand Prix,RUS,Mercedes,14,2,3,HARD,97.571,7,23.7,18.2,86.6
2024,Bahrain Grand Prix,RUS,Mercedes,15,2,4,HARD,96.922,4,23.7,18.2,84.8
2024,Bahrain Grand Prix,RUS,Mercedes,16,2,5,HARD,96.683,3,23.7,18.2,83
2024,Bahrain Grand Prix,RUS,Mercedes,17,2,6,HARD,96.234,3,23.7,18.2,81.2
2024,Bahrain Grand Prix,RUS,Mercedes,18,2,7,HARD,97.819,4,23.7,18.2,79.4
2024,Bahrain Grand Prix,RUS,Mercedes,19,2,8,HARD,97.233,4,23.7,18.2,77.6
2024,Bahrain Grand Prix,RUS,Mercedes,20,2,9,HARD,96.732,4,23.7,18.2,75.8
2024,Bahrain Grand Prix,RUS,Mercedes,21,2,10,HARD,96.769,4,23.7,18.2,74
2024,Bahrain Grand Prix,RUS,Mercedes,22,2,11,HARD,96.992,4,23.7,18.2,72.2
2024,Bahrain Grand Prix,RUS,Mercedes,23,2,12,HARD,96.954,4,23.7,18.2,70.4
2024,Bahrain Grand Prix,RUS,Mercedes,24,2,13,HARD,96.736,4,23.7,18.2,68.6
2024,Bahrain Grand Prix,RUS,Mercedes,25,2,14,HARD,96.928,4,23.7,18.2,66.8
2024,Bahrain Grand Prix,RUS,Mercedes,26,2,15,HARD,96.801,4,23.7,18.2,65
2024,Bahrain Grand Prix,RUS,Mercedes,27,2,16,HARD,96.815,4,23.7,18.2,63.2
2024,Bahrain Grand Prix,RUS,Mercedes,28,2,17,HARD,96.911,4,23.7,18.2,61.4
2024,Bahrain Grand Prix,RUS,Mercedes,29,2,18,HARD,97.066,4,23.7,18.2,59.6
2024,Bahrain Grand Prix,RUS,Mercedes,30,2,19,HARD,97.186,4,23.7,18.2,57.8
2024,Bahrain Grand Prix,RUS,Mercedes,33,3,2,HARD,95.838,9,23.7,18.2,52.4
2024,Bahrain Grand Prix,RUS,Mercedes,34,3,3,HARD,95.241,6,23.7,18.2,50.6
2024,Bahrain Grand Prix,RUS,Mercedes,35,3,4,HARD,95.772,4,23.7,18.2,48.8
2024,Bahrain Grand Prix,RUS,Mercedes,36,3,5,HARD,95.434,4,23.7,18.2,47
2024,Bahrain Grand Prix,RUS,Mercedes,37,3,6,HARD,95.481,4,23.7,18.2,45.2
2024,Bahrain Grand Prix,RUS,Mercedes,38,3,7,HARD,95.479,4,23.7,18.2,43.4
2024,Bahrain Grand Prix,RUS,Mercedes,39,3,8,HARD,95.204,4,23.7,18.2,41.6
2024,Bahrain Grand Prix,RUS,Mercedes,40,3,9,HARD,95.065,4,23.7,18.2,39.8
2024,Bahrain Grand Prix,RUS,Mercedes,41,3,10,HARD,95.093,4,23.7,18.2,38
2024,Bahrain Grand Prix,RUS,Mercedes,42,3,11,HARD,95.136,4,23.7,18.2,36.2
2024,Bahrain Grand Prix,RUS,Mercedes,43,3,12,HARD,95.193,4,23.7,18.2,34.4
2024,Bahrain Grand Prix,RUS,Mercedes,44,3,13,HARD,95.162,4,23.7,18.2,32.6
2024,Bahrain Grand Prix,RUS,Mercedes,45,3,14,HARD,95.276,4,23.7,18.2,30.8
2024,Bahrain Grand Prix,RUS,Mercedes,46,3,15,HARD,96.657,5,23.7,18.2,29
2024,Bahrain Grand Prix,RUS,Mercedes,47,3,16,HARD,95.805,5,23.7,18.2,27.2
2024,Bahrain Grand Prix,RUS,Mercedes,48,3,17,HARD,96.059,5,23.7,18.2,25.4
2024,Bahrain Grand Prix,RUS,Mercedes,49,3,18,HARD,95.954,5,23.7,18.2,23.6
2024,Bahrain Grand Prix,RUS,Mercedes,50,3,19,HARD,96.181,5,23.7,18.2,21.8
2024,Bahrain Grand Prix,RUS,Mercedes,51,3,20,HARD,95.852,5,23.7,18.2,20
2024,Bahrain Grand Prix,RUS,Mercedes,52,3,21,HARD,96.186,5,23.7,18.2,18.2
2024,Bahrain Grand Prix,RUS,Mercedes,53,3,22,HARD,95.979,5,23.7,18.2,16.4
2024,Bahrain Grand Prix,RUS,Mercedes,54,3,23,HARD,96.013,5,23.7,18.2,14.6
2024,Bahrain Grand Prix,RUS,Mercedes,55,3,24,HARD,96.151,5,23.7,18.2,12.8
2024,Bahrain Grand Prix,RUS,Mercedes,56,3,25,HARD,96.35,5,23.7,18.2,11
2024,Bahrain Grand Prix,RUS,Mercedes,57,3,26,HARD,96.44,5,23.7,18.2,9.2
2024,Bahrain Grand Prix,NOR,McLaren,2,1,5,SOFT,98.01,7,23.7,18.2,108.2
2024,Bahrain Grand Prix,NOR,McLaren,3,1,6,SOFT,97.787,6,23.7,18.2,106.4
2024,Bahrain Grand Prix,NOR,McLaren,4,1,7,SOFT,97.45,6,23.7,18.2,104.6
2024,Bahrain Grand Prix,NOR,McLaren,5,1,8,SOFT,97.794,6,23.7,18.2,102.8
2024,Bahrain Grand Prix,NOR,McLaren,6,1,9,SOFT,97.896,6,23.7,18.2,101
