Year,Event,Driver,Team,LapNumber,Stint,TyreLife,Compound,LapTime,Position,TrackTemp,AirTemp,FuelEstimate
2024,Emilia Romagna Grand Prix,OCO,Alpine,20,1,20,MEDIUM,83.156,10,42,25.1,75.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,21,1,21,MEDIUM,83.219,10,42,25.1,74
2024,Emilia Romagna Grand Prix,OCO,Alpine,22,1,22,MEDIUM,83.376,9,42,25.1,72.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,23,1,23,MEDIUM,83.609,10,42,25.1,70.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,24,1,24,MEDIUM,83.042,10,42,25.1,68.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,27,2,2,HARD,81.834,19,42,25.1,63.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,28,2,3,HARD,82.056,19,42,25.1,61.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,29,2,4,HARD,82.261,19,42,25.1,59.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,30,2,5,HARD,82.557,19,42,25.1,57.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,31,2,6,HARD,82.589,18,42,25.1,56
2024,Emilia Romagna Grand Prix,OCO,Alpine,32,2,7,HARD,82.454,17,42,25.1,54.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,33,2,8,HARD,82.35,17,42,25.1,52.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,34,2,9,HARD,83.217,16,42,25.1,50.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,35,2,10,HARD,82.909,16,42,25.1,48.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,36,2,11,HARD,82.364,16,42,25.1,47
2024,Emilia Romagna Grand Prix,OCO,Alpine,37,2,12,HARD,81.304,15,42,25.1,45.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,38,2,13,HARD,82.062,14,42,25.1,43.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,39,2,14,HARD,82.139,14,42,25.1,41.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,40,2,15,HARD,82.04,14,42,25.1,39.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,41,2,16,HARD,82.145,14,42,25.1,38
2024,Emilia Romagna Grand Prix,OCO,Alpine,42,2,17,HARD,82.224,14,42,25.1,36.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,43,2,18,HARD,82.081,14,42,25.1,34.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,44,2,19,HARD,83.818,14,42,25.1,32.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,45,2,20,HARD,82.572,14,42,25.1,30.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,46,2,21,HARD,83.905,14,42,25.1,29
2024,Emilia Romagna Grand Prix,OCO,Alpine,47,2,22,HARD,85.675,14,42,25.1,27.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,48,2,23,HARD,82.55,14,42,25.1,25.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,49,2,24,HARD,84.384,14,42,25.1,23.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,50,2,25,HARD,83.073,15,42,25.1,21.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,51,2,26,HARD,84.114,15,42,25.1,20
2024,Emilia Romagna Grand Prix,OCO,Alpine,52,2,27,HARD,82.762,15,42,25.1,18.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,53,2,28,HARD,82.756,15,42,25.1,16.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,54,2,29,HARD,83.855,15,42,25.1,14.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,55,2,30,HARD,82.991,15,42,25.1,12.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,56,2,31,HARD,83.017,15,42,25.1,11
2024,Emilia Romagna Grand Prix,OCO,Alpine,57,2,32,HARD,83.961,15,42,25.1,9.2
2024,Emilia Romagna Grand Prix,OCO,Alpine,58,2,33,HARD,82.824,15,42,25.1,7.4
2024,Emilia Romagna Grand Prix,OCO,Alpine,59,2,34,HARD,82.068,14,42,25.1,5.6
2024,Emilia Romagna Grand Prix,OCO,Alpine,60,2,35,HARD,82.154,14,42,25.1,3.8
2024,Emilia Romagna Grand Prix,OCO,Alpine,61,2,36,HARD,81.745,14,42,25.1,2
2024,Emilia Romagna Grand Prix,OCO,Alpine,62,2,37,HARD,82.013,14,42,25.1,0.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,2,1,2,HARD,83.939,18,42,25.1,108.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,3,1,3,HARD,82.718,18,42,25.1,106.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,4,1,4,HARD,83.046,18,42,25.1,104.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,5,1,5,HARD,82.565,18,42,25.1,102.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,6,1,6,HARD,82.647,18,42,25.1,101
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,7,1,7,HARD,82.971,18,42,25.1,99.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,8,1,8,HARD,82.798,16,42,25.1,97.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,9,1,9,HARD,83.153,15,42,25.1,95.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,10,1,10,HARD,83.131,15,42,25.1,93.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,11,1,11,HARD,82.874,15,42,25.1,92
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,12,1,12,HARD,83.192,14,42,25.1,90.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,13,1,13,HARD,83.067,13,42,25.1,88.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,14,1,14,HARD,82.802,12,42,25.1,86.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,15,1,15,HARD,82.832,12,42,25.1,84.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,16,1,16,HARD,82.789,12,42,25.1,83
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,17,1,17,HARD,83.033,12,42,25.1,81.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,18,1,18,HARD,83.106,12,42,25.1,79.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,19,1,19,HARD,83.179,12,42,25.1,77.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,20,1,20,HARD,83.207,12,42,25.1,75.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,21,1,21,HARD,83.217,12,42,25.1,74
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,22,1,22,HARD,83.261,12,42,25.1,72.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,23,1,23,HARD,83.02,12,42,25.1,70.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,24,1,24,HARD,83.021,12,42,25.1,68.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,25,1,25,HARD,83.36,12,42,25.1,66.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,26,1,26,HARD,83.041,11,42,25.1,65
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,27,1,27,HARD,82.929,11,42,25.1,63.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,28,1,28,HARD,82.921,11,42,25.1,61.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,29,1,29,HARD,83.118,11,42,25.1,59.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,30,1,30,HARD,83.117,11,42,25.1,57.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,31,1,31,HARD,83.326,11,42,25.1,56
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,32,1,32,HARD,83.806,11,42,25.1,54.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,35,2,2,MEDIUM,81.317,17,42,25.1,48.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,36,2,3,MEDIUM,83.077,17,42,25.1,47
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,37,2,4,MEDIUM,81.016,17,42,25.1,45.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,38,2,5,MEDIUM,81.549,16,42,25.1,43.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,39,2,6,MEDIUM,81.58,16,42,25.1,41.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,40,2,7,MEDIUM,81.914,16,42,25.1,39.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,41,2,8,MEDIUM,81.383,15,42,25.1,38
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,42,2,9,MEDIUM,82.007,15,42,25.1,36.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,43,2,10,MEDIUM,83.86,15,42,25.1,34.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,44,2,11,MEDIUM,81.23,15,42,25.1,32.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,45,2,12,MEDIUM,81.651,15,42,25.1,30.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,46,2,13,MEDIUM,81.675,15,42,25.1,29
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,47,2,14,MEDIUM,81.817,15,42,25.1,27.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,48,2,15,MEDIUM,84.342,16,42,25.1,25.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,49,2,16,MEDIUM,81.934,16,42,25.1,23.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,50,2,17,MEDIUM,82.488,16,42,25.1,21.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,51,2,18,MEDIUM,84.214,16,42,25.1,20
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,52,2,19,MEDIUM,82.64,16,42,25.1,18.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,53,2,20,MEDIUM,82.802,16,42,25.1,16.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,54,2,21,MEDIUM,84.084,16,42,25.1,14.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,55,2,22,MEDIUM,82.694,16,42,25.1,12.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,56,2,23,MEDIUM,82.942,16,42,25.1,11
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,57,2,24,MEDIUM,83.906,16,42,25.1,9.2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,58,2,25,MEDIUM,82.975,16,42,25.1,7.4
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,59,2,26,MEDIUM,83.701,16,42,25.1,5.6
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,60,2,27,MEDIUM,81.77,15,42,25.1,3.8
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,61,2,28,MEDIUM,81.563,15,42,25.1,2
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,62,2,29,MEDIUM,81.489,15,42,25.1,0.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,2,1,2,SOFT,83.214,15,42,25.1,108.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,3,1,3,SOFT,82.752,15,42,25.1,106.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,4,1,4,SOFT,82.706,15,42,25.1,104.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,5,1,5,SOFT,82.483,15,42,25.1,102.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,6,1,6,SOFT,82.399,15,42,25.1,101
2024,Emilia Romagna Grand Prix,GAS,Alpine,7,1,7,SOFT,82.439,15,42,25.1,99.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,10,2,2,HARD,81.371,17,42,25.1,93.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,11,2,3,HARD,81.502,17,42,25.1,92
2024,Emilia Romagna Grand Prix,GAS,Alpine,12,2,4,HARD,81.906,17,42,25.1,90.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,13,2,5,HARD,82.007,17,42,25.1,88.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,14,2,6,HARD,81.839,17,42,25.1,86.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,15,2,7,HARD,81.955,17,42,25.1,84.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,16,2,8,HARD,82.152,17,42,25.1,83
2024,Emilia Romagna Grand Prix,GAS,Alpine,17,2,9,HARD,82.391,17,42,25.1,81.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,18,2,10,HARD,82.419,17,42,25.1,79.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,19,2,11,HARD,82.231,17,42,25.1,77.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,20,2,12,HARD,82.233,17,42,25.1,75.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,21,2,13,HARD,82.44,17,42,25.1,74
2024,Emilia Romagna Grand Prix,GAS,Alpine,22,2,14,HARD,82.296,17,42,25.1,72.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,23,2,15,HARD,82.614,17,42,25.1,70.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,24,2,16,HARD,82.518,17,42,25.1,68.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,25,2,17,HARD,82.607,17,42,25.1,66.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,26,2,18,HARD,82.757,16,42,25.1,65
2024,Emilia Romagna Grand Prix,GAS,Alpine,27,2,19,HARD,82.721,16,42,25.1,63.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,28,2,20,HARD,83.109,16,42,25.1,61.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,29,2,21,HARD,83.551,16,42,25.1,59.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,32,3,2,MEDIUM,81.407,18,42,25.1,54.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,33,3,3,MEDIUM,81.633,18,42,25.1,52.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,34,3,4,MEDIUM,81.706,18,42,25.1,50.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,35,3,5,MEDIUM,83.386,18,42,25.1,48.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,36,3,6,MEDIUM,81.485,18,42,25.1,47
2024,Emilia Romagna Grand Prix,GAS,Alpine,37,3,7,MEDIUM,81.658,18,42,25.1,45.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,38,3,8,MEDIUM,81.667,18,42,25.1,43.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,39,3,9,MEDIUM,81.622,18,42,25.1,41.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,40,3,10,MEDIUM,83.459,18,42,25.1,39.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,41,3,11,MEDIUM,83.03,17,42,25.1,38
2024,Emilia Romagna Grand Prix,GAS,Alpine,42,3,12,MEDIUM,83.721,17,42,25.1,36.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,43,3,13,MEDIUM,81.633,17,42,25.1,34.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,44,3,14,MEDIUM,81.908,17,42,25.1,32.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,45,3,15,MEDIUM,83.463,17,42,25.1,30.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,46,3,16,MEDIUM,82.874,17,42,25.1,29
2024,Emilia Romagna Grand Prix,GAS,Alpine,47,3,17,MEDIUM,82.242,17,42,25.1,27.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,48,3,18,MEDIUM,81.85,17,42,25.1,25.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,49,3,19,MEDIUM,81.981,17,42,25.1,23.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,50,3,20,MEDIUM,81.905,17,42,25.1,21.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,51,3,21,MEDIUM,82.176,17,42,25.1,20
2024,Emilia Romagna Grand Prix,GAS,Alpine,52,3,22,MEDIUM,82.187,17,42,25.1,18.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,53,3,23,MEDIUM,81.945,17,42,25.1,16.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,54,3,24,MEDIUM,82.249,17,42,25.1,14.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,55,3,25,MEDIUM,82.53,17,42,25.1,12.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,56,3,26,MEDIUM,83.8,17,42,25.1,11
2024,Emilia Romagna Grand Prix,GAS,Alpine,57,3,27,MEDIUM,82.959,17,42,25.1,9.2
2024,Emilia Romagna Grand Prix,GAS,Alpine,58,3,28,MEDIUM,83.004,17,42,25.1,7.4
2024,Emilia Romagna Grand Prix,GAS,Alpine,59,3,29,MEDIUM,83.449,17,42,25.1,5.6
2024,Emilia Romagna Grand Prix,GAS,Alpine,60,3,30,MEDIUM,84.01,17,42,25.1,3.8
2024,Emilia Romagna Grand Prix,GAS,Alpine,61,3,31,MEDIUM,83.355,16,42,25.1,2
2024,Emilia Romagna Grand Prix,GAS,Alpine,62,3,32,MEDIUM,81.812,16,42,25.1,0.2
2024,Emilia Romagna Grand Prix,SAR,Williams,2,1,2,HARD,84.242,19,42,25.1,108.2
2024,Emilia Romagna Grand Prix,SAR,Williams,3,1,3,HARD,82.784,19,42,25.1,106.4
2024,Emilia Romagna Grand Prix,SAR,Williams,4,1,4,HARD,82.99,19,42,25.1,104.6
2024,Emilia Romagna Grand Prix,SAR,Williams,5,1,5,HARD,82.702,19,42,25.1,102.8
2024,Emilia Romagna Grand Prix,SAR,Williams,6,1,6,HARD,82.755,19,42,25.1,101
2024,Emilia Romagna Grand Prix,SAR,Williams,7,1,7,HARD,82.978,19,42,25.1,99.2
2024,Emilia Romagna Grand Prix,SAR,Williams,8,1,8,HARD,82.776,17,42,25.1,97.4
2024,Emilia Romagna Grand Prix,SAR,Williams,9,1,9,HARD,83.268,16,42,25.1,95.6
2024,Emilia Romagna Grand Prix,SAR,Williams,10,1,10,HARD,83.239,16,42,25.1,93.8
2024,Emilia Romagna Grand Prix,SAR,Williams,11,1,11,HARD,83.211,16,42,25.1,92
2024,Emilia Romagna Grand Prix,SAR,Williams,12,1,12,HARD,83.349,15,42,25.1,90.2
2024,Emilia Romagna Grand Prix,SAR,Williams,13,1,13,HARD,83.581,14,42,25.1,88.4
2024,Emilia Romagna Grand Prix,SAR,Williams,14,1,14,HARD,83.012,13,42,25.1,86.6
2024,Emilia Romagna Grand Prix,SAR,Williams,15,1,15,HARD,83.038,13,42,25.1,84.8
2024,Emilia Romagna Grand Prix,SAR,Williams,16,1,16,HARD,82.939,13,42,25.1,83
2024,Emilia Romagna Grand Prix,SAR,Williams,17,1,17,HARD,83.151,13,42,25.1,81.2
2024,Emilia Romagna Grand Prix,SAR,Williams,18,1,18,HARD,83.363,13,42,25.1,79.4
2024,Emilia Romagna Grand Prix,SAR,Williams,19,1,19,HARD,83.471,13,42,25.1,77.6
2024,Emilia Romagna Grand Prix,SAR,Williams,20,1,20,HARD,83.171,13,42,25.1,75.8
2024,Emilia Romagna Grand Prix,SAR,Williams,21,1,21,HARD,83.255,13,42,25.1,74
2024,Emilia Romagna Grand Prix,SAR,Williams,22,1,22,HARD,83.287,13,42,25.1,72.2
2024,Emilia Romagna Grand Prix,SAR,Williams,23,1,23,HARD,82.953,13,42,25.1,70.4
2024,Emilia Romagna Grand Prix,SAR,Williams,24,1,24,HARD,82.987,13,42,25.1,68.6
2024,Emilia Romagna Grand Prix,SAR,Williams,25,1,25,HARD,83.248,13,42,25.1,66.8
2024,Emilia Romagna Grand Prix,SAR,Williams,26,1,26,HARD,85.354,14,42,25.1,65
2024,Emilia Romagna Grand Prix,SAR,Williams,27,1,27,HARD,83.498,14,42,25.1,63.2
2024,Emilia Romagna Grand Prix,SAR,Williams,28,1,28,HARD,83.234,14,42,25.1,61.4
2024,Emilia Romagna Grand Prix,SAR,Williams,29,1,29,HARD,83.436,14,42,25.1,59.6
2024,Emilia Romagna Grand Prix,SAR,Williams,30,1,30,HARD,84.026,14,42,25.1,57.8
2024,Emilia Romagna Grand Prix,SAR,Williams,33,2,2,MEDIUM,81.46,19,42,25.1,52.4
2024,Emilia Romagna Grand Prix,SAR,Williams,34,2,3,MEDIUM,81.607,19,42,25.1,50.6
2024,Emilia Romagna Grand Prix,SAR,Williams,35,2,4,MEDIUM,81.561,19,42,25.1,48.8
2024,Emilia Romagna Grand Prix,SAR,Williams,36,2,5,MEDIUM,81.629,19,42,25.1,47
2024,Emilia Romagna Grand Prix,SAR,Williams,37,2,6,MEDIUM,82.964,19,42,25.1,45.2
2024,Emilia Romagna Grand Prix,SAR,Williams,38,2,7,MEDIUM,83.089,19,42,25.1,43.4
2024,Emilia Romagna Grand Prix,SAR,Williams,39,2,8,MEDIUM,83.085,19,42,25.1,41.6
2024,Emilia Romagna Grand Prix,SAR,Williams,40,2,9,MEDIUM,81.335,19,42,25.1,39.8
2024,Emilia Romagna Grand Prix,SAR,Williams,41,2,10,MEDIUM,81.504,18,42,25.1,38
2024,Emilia Romagna Grand Prix,SAR,Williams,42,2,11,MEDIUM,81.496,18,42,25.1,36.2
2024,Emilia Romagna Grand Prix,SAR,Williams,43,2,12,MEDIUM,81.857,18,42,25.1,34.4
2024,Emilia Romagna Grand Prix,SAR,Williams,44,2,13,MEDIUM,83.923,18,42,25.1,32.6
2024,Emilia Romagna Grand Prix,SAR,Williams,45,2,14,MEDIUM,82.435,18,42,25.1,30.8
2024,Emilia Romagna Grand Prix,SAR,Williams,46,2,15,MEDIUM,82.333,18,42,25.1,29
2024,Emilia Romagna Grand Prix,SAR,Williams,47,2,16,MEDIUM,82.308,18,42,25.1,27.2
2024,Emilia Romagna Grand Prix,SAR,Williams,48,2,17,MEDIUM,82.186,18,42,25.1,25.4
2024,Emilia Romagna Grand Prix,SAR,Williams,49,2,18,MEDIUM,83.806,18,42,25.1,23.6
2024,Emilia Romagna Grand Prix,SAR,Williams,50,2,19,MEDIUM,82.079,18,42,25.1,21.8
2024,Emilia Romagna Grand Prix,SAR,Williams,51,2,20,MEDIUM,82.157,18,42,25.1,20
2024,Emilia Romagna Grand Prix,SAR,Williams,52,2,21,MEDIUM,84.123,19,42,25.1,18.2
2024,Emilia Romagna Grand Prix,SAR,Williams,53,2,22,MEDIUM,81.502,19,42,25.1,16.4
2024,Emilia Romagna Grand Prix,SAR,Williams,54,2,23,MEDIUM,81.41,19,42,25.1,14.6
2024,Emilia Romagna Grand Prix,SAR,Williams,55,2,24,MEDIUM,81.229,19,42,25.1,12.8
2024,Emilia Romagna Grand Prix,SAR,Williams,56,2,25,MEDIUM,81.883,19,42,25.1,11
2024,Emilia Romagna Grand Prix,SAR,Williams,57,2,26,MEDIUM,82.671,19,42,25.1,9.2
2024,Emilia Romagna Grand Prix,SAR,Williams,58,2,27,MEDIUM,82.915,19,42,25.1,7.4
2024,Emilia Romagna Grand Prix,SAR,Williams,59,2,28,MEDIUM,83.522,18,42,25.1,5.6
2024,Emilia Romagna Grand Prix,SAR,Williams,60,2,29,MEDIUM,83.767,18,42,25.1,3.8
2024,Emilia Romagna Grand Prix,SAR,Williams,61,2,30,MEDIUM,84.394,17,42,25.1,2
2024,Emilia Romagna Grand Prix,SAR,Williams,62,2,31,MEDIUM,81.272,17,42,25.1,0.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,2,1,2,MEDIUM,83.624,17,42,25.1,108.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,3,1,3,MEDIUM,82.762,17,42,25.1,106.4
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,4,1,4,MEDIUM,82.786,17,42,25.1,104.6
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,5,1,5,MEDIUM,82.794,17,42,25.1,102.8
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,6,1,6,MEDIUM,82.415,17,42,25.1,101
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,7,1,7,MEDIUM,82.568,17,42,25.1,99.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,10,2,2,HARD,81.529,18,42,25.1,93.8
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,11,2,3,HARD,81.455,18,42,25.1,92
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,12,2,4,HARD,81.971,18,42,25.1,90.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,13,2,5,HARD,81.605,18,42,25.1,88.4
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,14,2,6,HARD,81.732,18,42,25.1,86.6
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,15,2,7,HARD,81.982,18,42,25.1,84.8
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,16,2,8,HARD,81.896,18,42,25.1,83
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,17,2,9,HARD,82.468,18,42,25.1,81.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,18,2,10,HARD,82.36,18,42,25.1,79.4
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,19,2,11,HARD,82.283,18,42,25.1,77.6
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,20,2,12,HARD,82.239,18,42,25.1,75.8
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,21,2,13,HARD,82.231,18,42,25.1,74
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,22,2,14,HARD,82.436,18,42,25.1,72.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,23,2,15,HARD,82.334,18,42,25.1,70.4
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,24,2,16,HARD,82.589,18,42,25.1,68.6
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,25,2,17,HARD,82.605,18,42,25.1,66.8
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,26,2,18,HARD,82.655,17,42,25.1,65
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,27,2,19,HARD,82.583,17,42,25.1,63.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,28,2,20,HARD,82.969,17,42,25.1,61.4
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,29,2,21,HARD,83.139,17,42,25.1,59.6
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,30,2,22,HARD,83.276,16,42,25.1,57.8
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,31,2,23,HARD,82.862,15,42,25.1,56
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,32,2,24,HARD,82.673,15,42,25.1,54.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,33,2,25,HARD,83.028,15,42,25.1,52.4
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,34,2,26,HARD,82.761,14,42,25.1,50.6
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,35,2,27,HARD,82.683,14,42,25.1,48.8
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,36,2,28,HARD,82.756,14,42,25.1,47
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,37,2,29,HARD,82.718,14,42,25.1,45.2
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,38,2,30,HARD,82.62,12,42,25.1,43.4
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,39,2,31,HARD,82.823,12,42,25.1,41.6
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,40,2,32,HARD,83.805,13,42,25.1,39.8
