Year,Event,Driver,Team,LapNumber,Stint,TyreLife,Compound,LapTime,Position,TrackTemp,AirTemp,FuelEstimate,RowID,NormalizedLap
2024,Saudi Arabian Grand Prix,PIA,McLaren,26,2,20,HARD,93.312,6,31.6,25.5,65,913,1.084
2024,Saudi Arabian Grand Prix,PIA,McLaren,27,2,21,HARD,93.998,6,31.6,25.5,63.2,914,1.77000000000001
2024,Saudi Arabian Grand Prix,PIA,McLaren,28,2,22,HARD,93.527,6,31.6,25.5,61.4,915,1.29900000000001
2024,Saudi Arabian Grand Prix,PIA,McLaren,29,2,23,HARD,93.821,6,31.6,25.5,59.6,916,1.593
2024,Saudi Arabian Grand Prix,PIA,McLaren,30,2,24,HARD,93.376,6,31.6,25.5,57.8,917,1.14800000000001
2024,Saudi Arabian Grand Prix,PIA,McLaren,31,2,25,HARD,93.352,6,31.6,25.5,56,918,1.12400000000001
2024,Saudi Arabian Grand Prix,PIA,McLaren,32,2,26,HARD,93.261,6,31.6,25.5,54.2,919,1.033
2024,Saudi Arabian Grand Prix,PIA,McLaren,33,2,27,HARD,93.29,6,31.6,25.5,52.4,920,1.06200000000001
2024,Saudi Arabian Grand Prix,PIA,McLaren,34,2,28,HARD,93.405,6,31.6,25.5,50.6,921,1.17700000000001
2024,Saudi Arabian Grand Prix,PIA,McLaren,35,2,29,HARD,94.118,6,31.6,25.5,48.8,922,1.89
2024,Saudi Arabian Grand Prix,PIA,McLaren,36,2,30,HARD,93.029,5,31.6,25.5,47,923,0.801000000000002
2024,Saudi Arabian Grand Prix,PIA,McLaren,37,2,31,HARD,92.934,5,31.6,25.5,45.2,924,0.706000000000003
2024,Saudi Arabian Grand Prix,PIA,McLaren,38,2,32,HARD,93.087,4,31.6,25.5,43.4,925,0.859000000000009
2024,Saudi Arabian Grand Prix,PIA,McLaren,39,2,33,HARD,92.675,4,31.6,25.5,41.6,926,0.447000000000003
2024,Saudi Arabian Grand Prix,PIA,McLaren,40,2,34,HARD,92.603,4,31.6,25.5,39.8,927,0.375
2024,Saudi Arabian Grand Prix,PIA,McLaren,41,2,35,HARD,92.545,4,31.6,25.5,38,928,0.317000000000007
2024,Saudi Arabian Grand Prix,PIA,McLaren,42,2,36,HARD,92.453,4,31.6,25.5,36.2,929,0.225000000000009
2024,Saudi Arabian Grand Prix,PIA,McLaren,43,2,37,HARD,92.521,4,31.6,25.5,34.4,930,0.293000000000006
2024,Saudi Arabian Grand Prix,PIA,McLaren,44,2,38,HARD,92.539,4,31.6,25.5,32.6,931,0.311000000000007
2024,Saudi Arabian Grand Prix,PIA,McLaren,45,2,39,HARD,92.31,4,31.6,25.5,30.8,932,0.0820000000000078
2024,Saudi Arabian Grand Prix,PIA,McLaren,46,2,40,HARD,92.557,4,31.6,25.5,29,933,0.329000000000008
2024,Saudi Arabian Grand Prix,PIA,McLaren,47,2,41,HARD,92.574,4,31.6,25.5,27.2,934,0.346000000000004
2024,Saudi Arabian Grand Prix,PIA,McLaren,48,2,42,HARD,92.657,4,31.6,25.5,25.4,935,0.429000000000002
2024,Saudi Arabian Grand Prix,PIA,McLaren,49,2,43,HARD,92.588,4,31.6,25.5,23.6,936,0.359999999999999
2024,Saudi Arabian Grand Prix,PIA,McLaren,50,2,44,HARD,92.769,4,31.6,25.5,21.8,937,0.541000000000011
2024,Singapore Grand Prix,PIA,McLaren,2,1,2,MEDIUM,98.939,5,36.4,30.8,108.2,938,3.19399999999999
2024,Singapore Grand Prix,PIA,McLaren,3,1,3,MEDIUM,99.35,5,36.4,30.8,106.4,939,3.60499999999999
2024,Singapore Grand Prix,PIA,McLaren,4,1,4,MEDIUM,99.356,5,36.4,30.8,104.6,940,3.61099999999999
2024,Singapore Grand Prix,PIA,McLaren,5,1,5,MEDIUM,98.667,5,36.4,30.8,102.8,941,2.922
2024,Singapore Grand Prix,PIA,McLaren,6,1,6,MEDIUM,98.778,5,36.4,30.8,101,942,3.033
2024,Singapore Grand Prix,PIA,McLaren,7,1,7,MEDIUM,98.419,5,36.4,30.8,99.2,943,2.67399999999999
2024,Singapore Grand Prix,PIA,McLaren,8,1,8,MEDIUM,97.873,5,36.4,30.8,97.4,944,2.128
2024,Singapore Grand Prix,PIA,McLaren,9,1,9,MEDIUM,98.446,5,36.4,30.8,95.6,945,2.70099999999999
2024,Singapore Grand Prix,PIA,McLaren,10,1,10,MEDIUM,98.429,5,36.4,30.8,93.8,946,2.684
2024,Singapore Grand Prix,PIA,McLaren,11,1,11,MEDIUM,98.269,5,36.4,30.8,92,947,2.524
2024,Singapore Grand Prix,PIA,McLaren,12,1,12,MEDIUM,98.151,5,36.4,30.8,90.2,948,2.40599999999999
2024,Singapore Grand Prix,PIA,McLaren,13,1,13,MEDIUM,98.215,5,36.4,30.8,88.4,949,2.47
2024,Singapore Grand Prix,PIA,McLaren,14,1,14,MEDIUM,97.651,5,36.4,30.8,86.6,950,1.90599999999999
2024,Singapore Grand Prix,PIA,McLaren,15,1,15,MEDIUM,98.435,5,36.4,30.8,84.8,951,2.69
2024,Singapore Grand Prix,PIA,McLaren,16,1,16,MEDIUM,98.088,5,36.4,30.8,83,952,2.34299999999999
2024,Singapore Grand Prix,PIA,McLaren,17,1,17,MEDIUM,98.532,4,36.4,30.8,81.2,953,2.78699999999999
2024,Singapore Grand Prix,PIA,McLaren,18,1,18,MEDIUM,98.188,4,36.4,30.8,79.4,954,2.443
2024,Singapore Grand Prix,PIA,McLaren,19,1,19,MEDIUM,98.749,4,36.4,30.8,77.6,955,3.00399999999999
2024,Singapore Grand Prix,PIA,McLaren,20,1,20,MEDIUM,98.317,4,36.4,30.8,75.8,956,2.57199999999999
2024,Singapore Grand Prix,PIA,McLaren,21,1,21,MEDIUM,98.275,4,36.4,30.8,74,957,2.53
2024,Singapore Grand Prix,PIA,McLaren,22,1,22,MEDIUM,98.415,4,36.4,30.8,72.2,958,2.67
2024,Singapore Grand Prix,PIA,McLaren,23,1,23,MEDIUM,98.262,4,36.4,30.8,70.4,959,2.517
2024,Singapore Grand Prix,PIA,McLaren,24,1,24,MEDIUM,98.403,4,36.4,30.8,68.6,960,2.658
2024,Singapore Grand Prix,PIA,McLaren,25,1,25,MEDIUM,98.516,4,36.4,30.8,66.8,961,2.771
2024,Singapore Grand Prix,PIA,McLaren,26,1,26,MEDIUM,98.839,4,36.4,30.8,65,962,3.09399999999999
2024,Singapore Grand Prix,PIA,McLaren,27,1,27,MEDIUM,98.644,3,36.4,30.8,63.2,963,2.899
2024,Singapore Grand Prix,PIA,McLaren,28,1,28,MEDIUM,97.7,3,36.4,30.8,61.4,964,1.955
2024,Singapore Grand Prix,PIA,McLaren,29,1,29,MEDIUM,97.944,3,36.4,30.8,59.6,965,2.199
2024,Singapore Grand Prix,PIA,McLaren,30,1,30,MEDIUM,98.29,2,36.4,30.8,57.8,966,2.545
2024,Singapore Grand Prix,PIA,McLaren,31,1,31,MEDIUM,98.149,2,36.4,30.8,56,967,2.404
2024,Singapore Grand Prix,PIA,McLaren,32,1,32,MEDIUM,98.194,2,36.4,30.8,54.2,968,2.449
2024,Singapore Grand Prix,PIA,McLaren,33,1,33,MEDIUM,98.288,2,36.4,30.8,52.4,969,2.54299999999999
2024,Singapore Grand Prix,PIA,McLaren,34,1,34,MEDIUM,98.038,2,36.4,30.8,50.6,970,2.29299999999999
2024,Singapore Grand Prix,PIA,McLaren,35,1,35,MEDIUM,98.322,2,36.4,30.8,48.8,971,2.577
2024,Singapore Grand Prix,PIA,McLaren,36,1,36,MEDIUM,98.147,2,36.4,30.8,47,972,2.402
2024,Singapore Grand Prix,PIA,McLaren,41,2,3,HARD,96.265,4,36.4,30.8,38,973,0.519999999999996
2024,Singapore Grand Prix,PIA,McLaren,42,2,4,HARD,95.888,4,36.4,30.8,36.2,974,0.143000000000001
2024,Singapore Grand Prix,PIA,McLaren,43,2,5,HARD,96.167,4,36.4,30.8,34.4,975,0.421999999999997
2024,Singapore Grand Prix,PIA,McLaren,44,2,6,HARD,97.363,4,36.4,30.8,32.6,976,1.61799999999999
2024,Singapore Grand Prix,PIA,McLaren,45,2,7,HARD,97.258,3,36.4,30.8,30.8,977,1.51299999999999
2024,Singapore Grand Prix,PIA,McLaren,46,2,8,HARD,96.324,3,36.4,30.8,29,978,0.578999999999994
2024,Singapore Grand Prix,PIA,McLaren,47,2,9,HARD,96.33,3,36.4,30.8,27.2,979,0.584999999999994
2024,Singapore Grand Prix,PIA,McLaren,48,2,10,HARD,95.745,3,36.4,30.8,25.4,980,0
2024,Singapore Grand Prix,PIA,McLaren,49,2,11,HARD,95.881,3,36.4,30.8,23.6,981,0.135999999999996
2024,Singapore Grand Prix,PIA,McLaren,50,2,12,HARD,98.31,3,36.4,30.8,21.8,982,2.565
2024,Singapore Grand Prix,PIA,McLaren,51,2,13,HARD,97.269,3,36.4,30.8,20,983,1.524
2024,Singapore Grand Prix,PIA,McLaren,52,2,14,HARD,96.856,3,36.4,30.8,18.2,984,1.11099999999999
2024,Singapore Grand Prix,PIA,McLaren,53,2,15,HARD,97.406,3,36.4,30.8,16.4,985,1.661
2024,Singapore Grand Prix,PIA,McLaren,54,2,16,HARD,96.841,3,36.4,30.8,14.6,986,1.09599999999999
2024,Singapore Grand Prix,PIA,McLaren,55,2,17,HARD,95.995,3,36.4,30.8,12.8,987,0.25
2024,Singapore Grand Prix,PIA,McLaren,56,2,18,HARD,96.355,3,36.4,30.8,11,988,0.609999999999999
2024,Singapore Grand Prix,PIA,McLaren,57,2,19,HARD,96.07,3,36.4,30.8,9.2,989,0.324999999999989
2024,Singapore Grand Prix,PIA,McLaren,58,2,20,HARD,96.056,3,36.4,30.8,7.4,990,0.310999999999993
2024,Singapore Grand Prix,PIA,McLaren,59,2,21,HARD,97.009,3,36.4,30.8,5.6,991,1.264
2024,Singapore Grand Prix,PIA,McLaren,60,2,22,HARD,97.191,3,36.4,30.8,3.8,992,1.446
2024,Singapore Grand Prix,PIA,McLaren,61,2,23,HARD,97.407,3,36.4,30.8,2,993,1.66199999999999
2024,Singapore Grand Prix,PIA,McLaren,62,2,24,HARD,96.869,3,36.4,30.8,0.2,994,1.124
2024,Spanish Grand Prix,PIA,McLaren,2,1,5,SOFT,81.607,8,41.1,24.1,108.2,995,5.864
2024,Spanish Grand Prix,PIA,McLaren,3,1,6,SOFT,80.765,8,41.1,24.1,106.4,996,5.02200000000001
2024,Spanish Grand Prix,PIA,McLaren,4,1,7,SOFT,80.797,8,41.1,24.1,104.6,997,5.054
2024,Spanish Grand Prix,PIA,McLaren,5,1,8,SOFT,81.215,8,41.1,24.1,102.8,998,5.47200000000001
2024,Spanish Grand Prix,PIA,McLaren,6,1,9,SOFT,81.056,8,41.1,24.1,101,999,5.313
2024,Spanish Grand Prix,PIA,McLaren,7,1,10,SOFT,81.416,8,41.1,24.1,99.2,1000,5.673
2024,Spanish Grand Prix,PIA,McLaren,8,1,11,SOFT,81.53,8,41.1,24.1,97.4,1001,5.78700000000001
2024,Spanish Grand Prix,PIA,McLaren,9,1,12,SOFT,81.5,8,41.1,24.1,95.6,1002,5.75700000000001
2024,Spanish Grand Prix,PIA,McLaren,10,1,13,SOFT,82.049,8,41.1,24.1,93.8,1003,6.30600000000001
2024,Spanish Grand Prix,PIA,McLaren,11,1,14,SOFT,81.486,8,41.1,24.1,92,1004,5.74300000000001
2024,Spanish Grand Prix,PIA,McLaren,12,1,15,SOFT,81.683,8,41.1,24.1,90.2,1005,5.94000000000001
2024,Spanish Grand Prix,PIA,McLaren,13,1,16,SOFT,81.918,8,41.1,24.1,88.4,1006,6.17500000000001
2024,Spanish Grand Prix,PIA,McLaren,14,1,17,SOFT,82.316,7,41.1,24.1,86.6,1007,6.57300000000001
2024,Spanish Grand Prix,PIA,McLaren,15,1,18,SOFT,81.492,7,41.1,24.1,84.8,1008,5.74900000000001
2024,Spanish Grand Prix,PIA,McLaren,16,1,19,SOFT,81.532,5,41.1,24.1,83,1009,5.789
2024,Spanish Grand Prix,PIA,McLaren,17,1,20,SOFT,81.853,4,41.1,24.1,81.2,1010,6.11
2024,Spanish Grand Prix,PIA,McLaren,18,1,21,SOFT,81.505,3,41.1,24.1,79.4,1011,5.762
2024,Spanish Grand Prix,PIA,McLaren,19,1,22,SOFT,81.727,3,41.1,24.1,77.6,1012,5.98400000000001
2024,Spanish Grand Prix,PIA,McLaren,24,2,3,MEDIUM,79.991,10,41.1,24.1,68.6,1013,4.248
2024,Spanish Grand Prix,PIA,McLaren,25,2,4,MEDIUM,79.731,10,41.1,24.1,66.8,1014,3.988
2024,Spanish Grand Prix,PIA,McLaren,26,2,5,MEDIUM,79.853,10,41.1,24.1,65,1015,4.11
2024,Spanish Grand Prix,PIA,McLaren,27,2,6,MEDIUM,80.231,10,41.1,24.1,63.2,1016,4.488
2024,Spanish Grand Prix,PIA,McLaren,28,2,7,MEDIUM,80.626,9,41.1,24.1,61.4,1017,4.88300000000001
2024,Spanish Grand Prix,PIA,McLaren,29,2,8,MEDIUM,79.823,8,41.1,24.1,59.6,1018,4.08
2024,Spanish Grand Prix,PIA,McLaren,30,2,9,MEDIUM,80.01,8,41.1,24.1,57.8,1019,4.26700000000001
2024,Spanish Grand Prix,PIA,McLaren,31,2,10,MEDIUM,79.875,8,41.1,24.1,56,1020,4.13200000000001
2024,Spanish Grand Prix,PIA,McLaren,32,2,11,MEDIUM,80.425,8,41.1,24.1,54.2,1021,4.682
2024,Spanish Grand Prix,PIA,McLaren,33,2,12,MEDIUM,80.543,8,41.1,24.1,52.4,1022,4.80000000000001
2024,Spanish Grand Prix,PIA,McLaren,34,2,13,MEDIUM,79.656,7,41.1,24.1,50.6,1023,3.91300000000001
2024,Spanish Grand Prix,PIA,McLaren,35,2,14,MEDIUM,79.796,7,41.1,24.1,48.8,1024,4.05300000000001
2024,Spanish Grand Prix,PIA,McLaren,36,2,15,MEDIUM,79.728,7,41.1,24.1,47,1025,3.985
2024,Spanish Grand Prix,PIA,McLaren,37,2,16,MEDIUM,79.661,5,41.1,24.1,45.2,1026,3.91800000000001
2024,Spanish Grand Prix,PIA,McLaren,38,2,17,MEDIUM,79.785,5,41.1,24.1,43.4,1027,4.042
2024,Spanish Grand Prix,PIA,McLaren,39,2,18,MEDIUM,79.78,5,41.1,24.1,41.6,1028,4.03700000000001
2024,Spanish Grand Prix,PIA,McLaren,40,2,19,MEDIUM,79.659,5,41.1,24.1,39.8,1029,3.91600000000001
2024,Spanish Grand Prix,PIA,McLaren,41,2,20,MEDIUM,79.622,5,41.1,24.1,38,1030,3.879
2024,Spanish Grand Prix,PIA,McLaren,42,2,21,MEDIUM,79.93,5,41.1,24.1,36.2,1031,4.18700000000001
2024,Spanish Grand Prix,PIA,McLaren,43,2,22,MEDIUM,80.15,5,41.1,24.1,34.4,1032,4.40700000000001
2024,Spanish Grand Prix,PIA,McLaren,44,2,23,MEDIUM,79.925,4,41.1,24.1,32.6,1033,4.182
2024,Spanish Grand Prix,PIA,McLaren,49,3,6,SOFT,78.159,7,41.1,24.1,23.6,1034,2.41600000000001
2024,Spanish Grand Prix,PIA,McLaren,50,3,7,SOFT,78.257,7,41.1,24.1,21.8,1035,2.51400000000001
2024,Spanish Grand Prix,PIA,McLaren,51,3,8,SOFT,78.181,7,41.1,24.1,20,1036,2.438
2024,Spanish Grand Prix,PIA,McLaren,52,3,9,SOFT,78.492,7,41.1,24.1,18.2,1037,2.74900000000001
2024,Spanish Grand Prix,PIA,McLaren,53,3,10,SOFT,78.223,7,41.1,24.1,16.4,1038,2.48
2024,Spanish Grand Prix,PIA,McLaren,54,3,11,SOFT,78.354,7,41.1,24.1,14.6,1039,2.611
2024,Spanish Grand Prix,PIA,McLaren,55,3,12,SOFT,77.941,7,41.1,24.1,12.8,1040,2.19800000000001
2024,Spanish Grand Prix,PIA,McLaren,56,3,13,SOFT,77.874,7,41.1,24.1,11,1041,2.131
2024,Spanish Grand Prix,PIA,McLaren,57,3,14,SOFT,78.293,7,41.1,24.1,9.2,1042,2.55000000000001
2024,Spanish Grand Prix,PIA,McLaren,58,3,15,SOFT,78.483,7,41.1,24.1,7.4,1043,2.74000000000001
2024,Spanish Grand Prix,PIA,McLaren,59,3,16,SOFT,78.337,7,41.1,24.1,5.6,1044,2.59400000000001
2024,Spanish Grand Prix,PIA,McLaren,60,3,17,SOFT,78.129,7,41.1,24.1,3.8,1045,2.38600000000001
2024,Spanish Grand Prix,PIA,McLaren,61,3,18,SOFT,77.977,7,41.1,24.1,2,1046,2.23400000000001
2024,Spanish Grand Prix,PIA,McLaren,62,3,19,SOFT,78.186,7,41.1,24.1,0.2,1047,2.44300000000001
2024,Spanish Grand Prix,PIA,McLaren,63,3,20,SOFT,78.587,7,41.1,24.1,0,1048,2.84400000000001
2024,Spanish Grand Prix,PIA,McLaren,64,3,21,SOFT,78.84,7,41.1,24.1,0,1049,3.09700000000001
2024,Spanish Grand Prix,PIA,McLaren,65,3,22,SOFT,79.297,7,41.1,24.1,0,1050,3.554
2024,Spanish Grand Prix,PIA,McLaren,66,3,23,SOFT,79.294,7,41.1,24.1,0,1051,3.551
2024,United States Grand Prix,PIA,McLaren,6,1,6,MEDIUM,101.753,5,46.6,28.1,101,1052,3.87
2024,United States Grand Prix,PIA,McLaren,7,1,7,MEDIUM,101.086,5,46.6,28.1,99.2,1053,3.203
2024,United States Grand Prix,PIA,McLaren,8,1,8,MEDIUM,100.678,5,46.6,28.1,97.4,1054,2.795
2024,United States Grand Prix,PIA,McLaren,9,1,9,MEDIUM,100.285,5,46.6,28.1,95.6,1055,2.402
2024,United States Grand Prix,PIA,McLaren,11,1,11,MEDIUM,100.607,5,46.6,28.1,92,1056,2.724
2024,United States Grand Prix,PIA,McLaren,12,1,12,MEDIUM,100.696,5,46.6,28.1,90.2,1057,2.813
2024,United States Grand Prix,PIA,McLaren,13,1,13,MEDIUM,100.579,5,46.6,28.1,88.4,1058,2.696
2024,United States Grand Prix,PIA,McLaren,14,1,14,MEDIUM,100.807,5,46.6,28.1,86.6,1059,2.92400000000001
2024,United States Grand Prix,PIA,McLaren,15,1,15,MEDIUM,101.013,5,46.6,28.1,84.8,1060,3.13000000000001
2024,United States Grand Prix,PIA,McLaren,16,1,16,MEDIUM,100.229,5,46.6,28.1,83,1061,2.346
2024,United States Grand Prix,PIA,McLaren,17,1,17,MEDIUM,99.925,5,46.6,28.1,81.2,1062,2.042
2024,United States Grand Prix,PIA,McLaren,18,1,18,MEDIUM,100.006,5,46.6,28.1,79.4,1063,2.123
2024,United States Grand Prix,PIA,McLaren,19,1,19,MEDIUM,99.685,5,46.6,28.1,77.6,1064,1.80200000000001
2024,United States Grand Prix,PIA,McLaren,20,1,20,MEDIUM,99.791,5,46.6,28.1,75.8,1065,1.908
2024,United States Grand Prix,PIA,McLaren,21,1,21,MEDIUM,99.711,5,46.6,28.1,74,1066,1.828
2024,United States Grand Prix,PIA,McLaren,22,1,22,MEDIUM,99.864,4,46.6,28.1,72.2,1067,1.98100000000001
2024,United States Grand Prix,PIA,McLaren,23,1,23,MEDIUM,99.91,4,46.6,28.1,70.4,1068,2.027
2024,United States Grand Prix,PIA,McLaren,24,1,24,MEDIUM,100.269,4,46.6,28.1,68.6,1069,2.38600000000001
2024,United States Grand Prix,PIA,McLaren,25,1,25,MEDIUM,99.409,4,46.6,28.1,66.8,1070,1.52600000000001
2024,United States Grand Prix,PIA,McLaren,26,1,26,MEDIUM,99.299,3,46.6,28.1,65,1071,1.41600000000001
2024,United States Grand Prix,PIA,McLaren,27,1,27,MEDIUM,99.016,2,46.6,28.1,63.2,1072,1.13300000000001
2024,United States Grand Prix,PIA,McLaren,28,1,28,MEDIUM,99.65,2,46.6,28.1,61.4,1073,1.76700000000001
2024,United States Grand Prix,PIA,McLaren,29,1,29,MEDIUM,99.55,2,46.6,28.1,59.6,1074,1.667
2024,United States Grand Prix,PIA,McLaren,30,1,30,MEDIUM,99.661,2,46.6,28.1,57.8,1075,1.77800000000001
2024,United States Grand Prix,PIA,McLaren,35,2,3,HARD,98.022,5,46.6,28.1,48.8,1076,0.13900000000001
2024,United States Grand Prix,PIA,McLaren,36,2,4,HARD,98.31,5,46.6,28.1,47,1077,0.427000000000007
2024,United States Grand Prix,PIA,McLaren,37,2,5,HARD,98.49,5,46.6,28.1,45.2,1078,0.606999999999999
2024,United States Grand Prix,PIA,McLaren,38,2,6,HARD,98.212,5,46.6,28.1,43.4,1079,0.329000000000008
2024,United States Grand Prix,PIA,McLaren,39,2,7,HARD,98.183,5,46.6,28.1,41.6,1080,0.300000000000011
2024,United States Grand Prix,PIA,McLaren,40,2,8,HARD,99.348,5,46.6,28.1,39.8,1081,1.465
2024,United States Grand Prix,PIA,McLaren,42,2,10,HARD,97.883,5,46.6,28.1,36.2,1082,0
2024,United States Grand Prix,PIA,McLaren,43,2,11,HARD,97.984,5,46.6,28.1,34.4,1083,0.100999999999999
2024,United States Grand Prix,PIA,McLaren,44,2,12,HARD,98.455,5,46.6,28.1,32.6,1084,0.572000000000003
2024,United States Grand Prix,PIA,McLaren,45,2,13,HARD,97.979,5,46.6,28.1,30.8,1085,0.0960000000000036
2024,United States Grand Prix,PIA,McLaren,46,2,14,HARD,98.32,5,46.6,28.1,29,1086,0.436999999999998
2024,United States Grand Prix,PIA,McLaren,47,2,15,HARD,98.655,5,46.6,28.1,27.2,1087,0.772000000000006
2024,United States Grand Prix,PIA,McLaren,48,2,16,HARD,98.021,5,46.6,28.1,25.4,1088,0.138000000000005
2024,United States Grand Prix,PIA,McLaren,49,2,17,HARD,98.023,5,46.6,28.1,23.6,1089,0.140000000000001
2024,United States Grand Prix,PIA,McLaren,50,2,18,HARD,97.979,5,46.6,28.1,21.8,1090,0.0960000000000036
2024,United States Grand Prix,PIA,McLaren,51,2,19,HARD,98.532,5,46.6,28.1,20,1091,0.649000000000001
2024,United States Grand Prix,PIA,McLaren,52,2,20,HARD,98.18,5,46.6,28.1,18.2,1092,0.297000000000011
2024,United States Grand Prix,PIA,McLaren,53,2,21,HARD,99.104,5,46.6,28.1,16.4,1093,1.221
2024,United States Grand Prix,PIA,McLaren,54,2,22,HARD,97.954,5,46.6,28.1,14.6,1094,0.070999999999998
2024,United States Grand Prix,PIA,McLaren,55,2,23,HARD,97.924,5,46.6,28.1,12.8,1095,0.041000000000011
2024,United States Grand Prix,PIA,McLaren,56,2,24,HARD,99.112,5,46.6,28.1,11,1096,1.229
2025,Austrian Grand Prix,PIA,McLaren,4,1,4,MEDIUM,70.527,2,49.2,30.3,104.6,1097,2.60299999999999
2025,Austrian Grand Prix,PIA,McLaren,5,1,5,MEDIUM,69.937,2,49.2,30.3,102.8,1098,2.01299999999999
2025,Austrian Grand Prix,PIA,McLaren,6,1,6,MEDIUM,69.34,2,49.2,30.3,101,1099,1.416
2025,Austrian Grand Prix,PIA,McLaren,7,1,7,MEDIUM,69.445,2,49.2,30.3,99.2,1100,1.52099999999999
2025,Austrian Grand Prix,PIA,McLaren,8,1,8,MEDIUM,69.454,2,49.2,30.3,97.4,1101,1.52999999999999
2025,Austrian Grand Prix,PIA,McLaren,9,1,9,MEDIUM,69.271,2,49.2,30.3,95.6,1102,1.34699999999999
2025,Austrian Grand Prix,PIA,McLaren,10,1,10,MEDIUM,69.849,2,49.2,30.3,93.8,1103,1.925
2025,Austrian Grand Prix,PIA,McLaren,11,1,11,MEDIUM,71.008,2,49.2,30.3,92,1104,3.08399999999999
2025,Austrian Grand Prix,PIA,McLaren,12,1,12,MEDIUM,70.441,2,49.2,30.3,90.2,1105,2.517
2025,Austrian Grand Prix,PIA,McLaren,13,1,13,MEDIUM,69.995,2,49.2,30.3,88.4,1106,2.071
2025,Austrian Grand Prix,PIA,McLaren,14,1,14,MEDIUM,70.68,2,49.2,30.3,86.6,1107,2.756
2025,Austrian Grand Prix,PIA,McLaren,15,1,15,MEDIUM,71.748,2,49.2,30.3,84.8,1108,3.824
2025,Austrian Grand Prix,PIA,McLaren,16,1,16,MEDIUM,70.889,2,49.2,30.3,83,1109,2.96499999999999
2025,Austrian Grand Prix,PIA,McLaren,17,1,17,MEDIUM,71.064,2,49.2,30.3,81.2,1110,3.13999999999999
2025,Austrian Grand Prix,PIA,McLaren,18,1,18,MEDIUM,70.709,2,49.2,30.3,79.4,1111,2.785
2025,Austrian Grand Prix,PIA,McLaren,19,1,19,MEDIUM,70.863,2,49.2,30.3,77.6,1112,2.93899999999999
2025,Austrian Grand Prix,PIA,McLaren,20,1,20,MEDIUM,70.951,1,49.2,30.3,75.8,1113,3.02699999999999
2025,Austrian Grand Prix,PIA,McLaren,21,1,21,MEDIUM,70.624,1,49.2,30.3,74,1114,2.69999999999999
2025,Austrian Grand Prix,PIA,McLaren,22,1,22,MEDIUM,70.938,1,49.2,30.3,72.2,1115,3.014
2025,Austrian Grand Prix,PIA,McLaren,27,2,3,HARD,69.52,2,49.2,30.3,63.2,1116,1.59599999999999
2025,Austrian Grand Prix,PIA,McLaren,28,2,4,HARD,69.519,2,49.2,30.3,61.4,1117,1.595
2025,Austrian Grand Prix,PIA,McLaren,29,2,5,HARD,69.434,2,49.2,30.3,59.6,1118,1.50999999999999
2025,Austrian Grand Prix,PIA,McLaren,30,2,6,HARD,69.343,2,49.2,30.3,57.8,1119,1.419
2025,Austrian Grand Prix,PIA,McLaren,32,2,8,HARD,69.449,2,49.2,30.3,54.2,1120,1.52499999999999
2025,Austrian Grand Prix,PIA,McLaren,33,2,9,HARD,69.44,2,49.2,30.3,52.4,1121,1.51599999999999
2025,Austrian Grand Prix,PIA,McLaren,34,2,10,HARD,69.196,2,49.2,30.3,50.6,1122,1.27199999999999
2025,Austrian Grand Prix,PIA,McLaren,35,2,11,HARD,69.443,2,49.2,30.3,48.8,1123,1.51899999999999
2025,Austrian Grand Prix,PIA,McLaren,36,2,12,HARD,69.46,2,49.2,30.3,47,1124,1.53599999999999
2025,Austrian Grand Prix,PIA,McLaren,37,2,13,HARD,69.482,2,49.2,30.3,45.2,1125,1.55799999999999
2025,Austrian Grand Prix,PIA,McLaren,38,2,14,HARD,69.273,2,49.2,30.3,43.4,1126,1.34899999999999
2025,Austrian Grand Prix,PIA,McLaren,39,2,15,HARD,69.437,2,49.2,30.3,41.6,1127,1.51299999999999
2025,Austrian Grand Prix,PIA,McLaren,40,2,16,HARD,69.637,2,49.2,30.3,39.8,1128,1.71299999999999
2025,Austrian Grand Prix,PIA,McLaren,41,2,17,HARD,69.737,2,49.2,30.3,38,1129,1.81299999999999
2025,Austrian Grand Prix,PIA,McLaren,42,2,18,HARD,69.8,2,49.2,30.3,36.2,1130,1.87599999999999
2025,Austrian Grand Prix,PIA,McLaren,43,2,19,HARD,70.103,2,49.2,30.3,34.4,1131,2.17899999999999
2025,Austrian Grand Prix,PIA,McLaren,44,2,20,HARD,69.714,2,49.2,30.3,32.6,1132,1.78999999999999
2025,Austrian Grand Prix,PIA,McLaren,45,2,21,HARD,70.151,2,49.2,30.3,30.8,1133,2.22699999999999
2025,Austrian Grand Prix,PIA,McLaren,46,2,22,HARD,70.048,2,49.2,30.3,29,1134,2.124
2025,Austrian Grand Prix,PIA,McLaren,47,2,23,HARD,69.471,2,49.2,30.3,27.2,1135,1.547
2025,Austrian Grand Prix,PIA,McLaren,48,2,24,HARD,70.621,2,49.2,30.3,25.4,1136,2.69699999999999
2025,Austrian Grand Prix,PIA,McLaren,49,2,25,HARD,70.2,2,49.2,30.3,23.6,1137,2.276
2025,Austrian Grand Prix,PIA,McLaren,50,2,26,HARD,70.073,2,49.2,30.3,21.8,1138,2.14899999999999
2025,Austrian Grand Prix,PIA,McLaren,51,2,27,HARD,70.114,2,49.2,30.3,20,1139,2.19
