Year,Event,Driver,Team,LapNumber,Stint,TyreLife,Compound,LapTime,Position,TrackTemp,AirTemp,FuelEstimate,RowID,NormalizedLap,LapInStint,BestLap,DeltaBestLap,FuelNorm
2024,Dutch Grand Prix,PIA,McLaren,65,2,32,HARD,75.052,4,30.8,19,0,425,0.815000000000012,30,74.237,0.815000000000012,0
2024,Dutch Grand Prix,PIA,McLaren,66,2,33,HARD,74.639,4,30.8,19,0,426,0.402000000000001,31,74.237,0.402000000000001,0
2024,Dutch Grand Prix,PIA,McLaren,67,2,34,HARD,74.975,4,30.8,19,0,427,0.738,32,74.237,0.738,0
2024,Dutch Grand Prix,PIA,McLaren,68,2,35,HARD,74.777,4,30.8,19,0,428,0.540000000000006,33,74.237,0.540000000000006,0
2024,Dutch Grand Prix,PIA,McLaren,69,2,36,HARD,75.083,4,30.8,19,0,429,0.846000000000004,34,74.237,0.846000000000004,0
2024,Dutch Grand Prix,PIA,McLaren,70,2,37,HARD,75.014,4,30.8,19,0,430,0.777000000000001,35,74.237,0.777000000000001,0
2024,Dutch Grand Prix,PIA,McLaren,71,2,38,HARD,74.99,4,30.8,19,0,431,0.753,36,74.237,0.753,0
2024,Dutch Grand Prix,PIA,McLaren,72,2,39,HARD,75.092,4,30.8,19,0,432,0.855000000000004,37,74.237,0.855000000000004,0
2024,Emilia Romagna Grand Prix,PIA,McLaren,2,1,2,MEDIUM,81.311,5,42,25.1,108.2,433,2.417,1,80.808,0.503,1
2024,Emilia Romagna Grand Prix,PIA,McLaren,3,1,3,MEDIUM,80.808,5,42,25.1,106.4,434,1.914,2,80.808,0,0.983364140480592
2024,Emilia Romagna Grand Prix,PIA,McLaren,4,1,4,MEDIUM,81.377,5,42,25.1,104.6,435,2.48299999999999,3,80.808,0.568999999999988,0.966728280961183
2024,Emilia Romagna Grand Prix,PIA,McLaren,5,1,5,MEDIUM,81.269,5,42,25.1,102.8,436,2.375,4,80.808,0.460999999999999,0.950092421441774
2024,Emilia Romagna Grand Prix,PIA,McLaren,6,1,6,MEDIUM,81.307,5,42,25.1,101,437,2.413,5,80.808,0.498999999999995,0.933456561922366
2024,Emilia Romagna Grand Prix,PIA,McLaren,7,1,7,MEDIUM,81.08,5,42,25.1,99.2,438,2.18599999999999,6,80.808,0.271999999999991,0.916820702402958
2024,Emilia Romagna Grand Prix,PIA,McLaren,8,1,8,MEDIUM,81.523,5,42,25.1,97.4,439,2.62899999999999,7,80.808,0.714999999999989,0.900184842883549
2024,Emilia Romagna Grand Prix,PIA,McLaren,9,1,9,MEDIUM,81.508,5,42,25.1,95.6,440,2.61399999999999,8,80.808,0.699999999999989,0.88354898336414
2024,Emilia Romagna Grand Prix,PIA,McLaren,10,1,10,MEDIUM,81.586,5,42,25.1,93.8,441,2.69199999999999,9,80.808,0.777999999999992,0.866913123844732
2024,Emilia Romagna Grand Prix,PIA,McLaren,11,1,11,MEDIUM,81.191,5,42,25.1,92,442,2.297,10,80.808,0.382999999999996,0.850277264325323
2024,Emilia Romagna Grand Prix,PIA,McLaren,12,1,12,MEDIUM,82.11,5,42,25.1,90.2,443,3.21599999999999,11,80.808,1.30199999999999,0.833641404805915
2024,Emilia Romagna Grand Prix,PIA,McLaren,13,1,13,MEDIUM,81.888,5,42,25.1,88.4,444,2.994,12,80.808,1.08,0.817005545286506
2024,Emilia Romagna Grand Prix,PIA,McLaren,14,1,14,MEDIUM,81.653,5,42,25.1,86.6,445,2.759,13,80.808,0.844999999999999,0.800369685767098
2024,Emilia Romagna Grand Prix,PIA,McLaren,15,1,15,MEDIUM,81.679,5,42,25.1,84.8,446,2.785,14,80.808,0.870999999999995,0.783733826247689
2024,Emilia Romagna Grand Prix,PIA,McLaren,16,1,16,MEDIUM,81.734,5,42,25.1,83,447,2.83999999999999,15,80.808,0.925999999999988,0.767097966728281
2024,Emilia Romagna Grand Prix,PIA,McLaren,17,1,17,MEDIUM,81.912,5,42,25.1,81.2,448,3.018,16,80.808,1.104,0.750462107208873
2024,Emilia Romagna Grand Prix,PIA,McLaren,18,1,18,MEDIUM,81.867,5,42,25.1,79.4,449,2.973,17,80.808,1.059,0.733826247689464
2024,Emilia Romagna Grand Prix,PIA,McLaren,19,1,19,MEDIUM,82.042,5,42,25.1,77.6,450,3.148,18,80.808,1.23399999999999,0.717190388170055
2024,Emilia Romagna Grand Prix,PIA,McLaren,20,1,20,MEDIUM,81.853,5,42,25.1,75.8,451,2.95899999999999,19,80.808,1.04499999999999,0.700554528650647
2024,Emilia Romagna Grand Prix,PIA,McLaren,21,1,21,MEDIUM,82.212,5,42,25.1,74,452,3.318,20,80.808,1.404,0.683918669131238
2024,Emilia Romagna Grand Prix,PIA,McLaren,26,2,4,HARD,80.577,7,42,25.1,65,453,1.68299999999999,1,80.288,0.289000000000001,0.600739371534196
2024,Emilia Romagna Grand Prix,PIA,McLaren,27,2,5,HARD,80.785,6,42,25.1,63.2,454,1.89099999999999,2,80.288,0.497,0.584103512014787
2024,Emilia Romagna Grand Prix,PIA,McLaren,28,2,6,HARD,80.599,4,42,25.1,61.4,455,1.705,3,80.288,0.311000000000007,0.567467652495379
2024,Emilia Romagna Grand Prix,PIA,McLaren,29,2,7,HARD,80.313,4,42,25.1,59.6,456,1.419,4,80.288,0.0250000000000057,0.55083179297597
2024,Emilia Romagna Grand Prix,PIA,McLaren,30,2,8,HARD,80.578,4,42,25.1,57.8,457,1.684,5,80.288,0.290000000000006,0.534195933456562
2024,Emilia Romagna Grand Prix,PIA,McLaren,31,2,9,HARD,80.728,4,42,25.1,56,458,1.83399999999999,6,80.288,0.439999999999998,0.517560073937153
2024,Emilia Romagna Grand Prix,PIA,McLaren,32,2,10,HARD,80.839,4,42,25.1,54.2,459,1.94499999999999,7,80.288,0.551000000000002,0.500924214417745
2024,Emilia Romagna Grand Prix,PIA,McLaren,33,2,11,HARD,80.701,4,42,25.1,52.4,460,1.80699999999999,8,80.288,0.412999999999997,0.484288354898336
2024,Emilia Romagna Grand Prix,PIA,McLaren,34,2,12,HARD,80.96,4,42,25.1,50.6,461,2.06599999999999,9,80.288,0.671999999999997,0.467652495378928
2024,Emilia Romagna Grand Prix,PIA,McLaren,35,2,13,HARD,80.913,4,42,25.1,48.8,462,2.01899999999999,10,80.288,0.625,0.451016635859519
2024,Emilia Romagna Grand Prix,PIA,McLaren,36,2,14,HARD,80.684,4,42,25.1,47,463,1.78999999999999,11,80.288,0.396000000000001,0.434380776340111
2024,Emilia Romagna Grand Prix,PIA,McLaren,37,2,15,HARD,80.587,4,42,25.1,45.2,464,1.693,12,80.288,0.299000000000007,0.417744916820702
2024,Emilia Romagna Grand Prix,PIA,McLaren,38,2,16,HARD,80.499,4,42,25.1,43.4,465,1.60499999999999,13,80.288,0.210999999999999,0.401109057301294
2024,Emilia Romagna Grand Prix,PIA,McLaren,39,2,17,HARD,80.801,4,42,25.1,41.6,466,1.907,14,80.288,0.513000000000005,0.384473197781885
2024,Emilia Romagna Grand Prix,PIA,McLaren,40,2,18,HARD,81.001,4,42,25.1,39.8,467,2.107,15,80.288,0.713000000000008,0.367837338262477
2024,Emilia Romagna Grand Prix,PIA,McLaren,41,2,19,HARD,80.966,4,42,25.1,38,468,2.07199999999999,16,80.288,0.677999999999997,0.351201478743068
2024,Emilia Romagna Grand Prix,PIA,McLaren,42,2,20,HARD,81.122,4,42,25.1,36.2,469,2.22799999999999,17,80.288,0.834000000000003,0.33456561922366
2024,Emilia Romagna Grand Prix,PIA,McLaren,43,2,21,HARD,81.333,4,42,25.1,34.4,470,2.43899999999999,18,80.288,1.045,0.317929759704251
2024,Emilia Romagna Grand Prix,PIA,McLaren,44,2,22,HARD,80.843,4,42,25.1,32.6,471,1.949,19,80.288,0.555000000000007,0.301293900184843
2024,Emilia Romagna Grand Prix,PIA,McLaren,45,2,23,HARD,80.888,4,42,25.1,30.8,472,1.994,20,80.288,0.600000000000009,0.284658040665434
2024,Emilia Romagna Grand Prix,PIA,McLaren,46,2,24,HARD,81.038,4,42,25.1,29,473,2.14399999999999,21,80.288,0.75,0.268022181146026
2024,Emilia Romagna Grand Prix,PIA,McLaren,47,2,25,HARD,81.485,4,42,25.1,27.2,474,2.59099999999999,22,80.288,1.197,0.251386321626617
2024,Emilia Romagna Grand Prix,PIA,McLaren,48,2,26,HARD,81.416,4,42,25.1,25.4,475,2.52199999999999,23,80.288,1.128,0.234750462107209
2024,Emilia Romagna Grand Prix,PIA,McLaren,49,2,27,HARD,81.309,4,42,25.1,23.6,476,2.41499999999999,24,80.288,1.021,0.2181146025878
2024,Emilia Romagna Grand Prix,PIA,McLaren,50,2,28,HARD,80.979,4,42,25.1,21.8,477,2.08499999999999,25,80.288,0.691000000000003,0.201478743068392
2024,Emilia Romagna Grand Prix,PIA,McLaren,51,2,29,HARD,81.203,4,42,25.1,20,478,2.309,26,80.288,0.915000000000006,0.184842883548983
2024,Emilia Romagna Grand Prix,PIA,McLaren,52,2,30,HARD,80.777,4,42,25.1,18.2,479,1.883,27,80.288,0.489000000000004,0.168207024029575
2024,Emilia Romagna Grand Prix,PIA,McLaren,53,2,31,HARD,80.699,4,42,25.1,16.4,480,1.80499999999999,28,80.288,0.411000000000001,0.151571164510166
2024,Emilia Romagna Grand Prix,PIA,McLaren,54,2,32,HARD,80.413,4,42,25.1,14.6,481,1.51899999999999,29,80.288,0.125,0.134935304990758
2024,Emilia Romagna Grand Prix,PIA,McLaren,55,2,33,HARD,80.394,4,42,25.1,12.8,482,1.5,30,80.288,0.106000000000009,0.118299445471349
2024,Emilia Romagna Grand Prix,PIA,McLaren,56,2,34,HARD,80.44,4,42,25.1,11,483,1.54599999999999,31,80.288,0.152000000000001,0.101663585951941
2024,Emilia Romagna Grand Prix,PIA,McLaren,57,2,35,HARD,80.602,4,42,25.1,9.2,484,1.708,32,80.288,0.314000000000007,0.0850277264325323
2024,Emilia Romagna Grand Prix,PIA,McLaren,58,2,36,HARD,80.698,4,42,25.1,7.4,485,1.80399999999999,33,80.288,0.409999999999997,0.0683918669131238
2024,Emilia Romagna Grand Prix,PIA,McLaren,59,2,37,HARD,80.288,4,42,25.1,5.6,486,1.39399999999999,34,80.288,0,0.0517560073937153
2024,Emilia Romagna Grand Prix,PIA,McLaren,60,2,38,HARD,80.649,4,42,25.1,3.8,487,1.755,35,80.288,0.361000000000004,0.0351201478743068
2024,Emilia Romagna Grand Prix,PIA,McLaren,61,2,39,HARD,80.982,4,42,25.1,2,488,2.08799999999999,36,80.288,0.694000000000003,0.0184842883548983
2024,Emilia Romagna Grand Prix,PIA,McLaren,62,2,40,HARD,80.599,4,42,25.1,0.2,489,1.705,37,80.288,0.311000000000007,0.00184842883548983
2024,Emilia Romagna Grand Prix,PIA,McLaren,63,2,41,HARD,80.8,4,42,25.1,0,490,1.90599999999999,38,80.288,0.512,0
2024,Hungarian Grand Prix,PIA,McLaren,2,1,2,MEDIUM,84.038,1,44.9,28.8,108.2,491,2.322,1,83.796,0.24199999999999,1
2024,Hungarian Grand Prix,PIA,McLaren,3,1,3,MEDIUM,84.401,1,44.9,28.8,106.4,492,2.685,2,83.796,0.60499999999999,0.983364140480592
2024,Hungarian Grand Prix,PIA,McLaren,4,1,4,MEDIUM,84.115,1,44.9,28.8,104.6,493,2.399,3,83.796,0.318999999999988,0.966728280961183
2024,Hungarian Grand Prix,PIA,McLaren,5,1,5,MEDIUM,83.796,1,44.9,28.8,102.8,494,2.08000000000001,4,83.796,0,0.950092421441774
2024,Hungarian Grand Prix,PIA,McLaren,6,1,6,MEDIUM,83.846,1,44.9,28.8,101,495,2.13000000000001,5,83.796,0.0499999999999972,0.933456561922366
2024,Hungarian Grand Prix,PIA,McLaren,7,1,7,MEDIUM,84.11,1,44.9,28.8,99.2,496,2.39400000000001,6,83.796,0.313999999999993,0.916820702402958
2024,Hungarian Grand Prix,PIA,McLaren,8,1,8,MEDIUM,83.892,1,44.9,28.8,97.4,497,2.176,7,83.796,0.0959999999999894,0.900184842883549
2024,Hungarian Grand Prix,PIA,McLaren,9,1,9,MEDIUM,84.206,1,44.9,28.8,95.6,498,2.49000000000001,8,83.796,0.409999999999997,0.88354898336414
2024,Hungarian Grand Prix,PIA,McLaren,10,1,10,MEDIUM,84.257,1,44.9,28.8,93.8,499,2.54100000000001,9,83.796,0.460999999999999,0.866913123844732
2024,Hungarian Grand Prix,PIA,McLaren,11,1,11,MEDIUM,84.062,1,44.9,28.8,92,500,2.346,10,83.796,0.265999999999991,0.850277264325323
2024,Hungarian Grand Prix,PIA,McLaren,12,1,12,MEDIUM,83.893,1,44.9,28.8,90.2,501,2.17700000000001,11,83.796,0.0969999999999942,0.833641404805915
2024,Hungarian Grand Prix,PIA,McLaren,13,1,13,MEDIUM,83.887,1,44.9,28.8,88.4,502,2.17100000000001,12,83.796,0.090999999999994,0.817005545286506
2024,Hungarian Grand Prix,PIA,McLaren,14,1,14,MEDIUM,84.683,1,44.9,28.8,86.6,503,2.96700000000001,13,83.796,0.887,0.800369685767098
2024,Hungarian Grand Prix,PIA,McLaren,15,1,15,MEDIUM,84.299,1,44.9,28.8,84.8,504,2.58300000000001,14,83.796,0.503,0.783733826247689
2024,Hungarian Grand Prix,PIA,McLaren,16,1,16,MEDIUM,84.237,1,44.9,28.8,83,505,2.521,15,83.796,0.440999999999988,0.767097966728281
2024,Hungarian Grand Prix,PIA,McLaren,21,2,4,HARD,83.474,3,44.9,28.8,74,506,1.75800000000001,1,82.654,0.820000000000007,0.683918669131238
2024,Hungarian Grand Prix,PIA,McLaren,22,2,5,HARD,83.267,2,44.9,28.8,72.2,507,1.551,2,82.654,0.613,0.66728280961183
2024,Hungarian Grand Prix,PIA,McLaren,23,2,6,HARD,83.102,2,44.9,28.8,70.4,508,1.38600000000001,3,82.654,0.448000000000008,0.650646950092421
2024,Hungarian Grand Prix,PIA,McLaren,24,2,7,HARD,83.095,1,44.9,28.8,68.6,509,1.379,4,82.654,0.441000000000003,0.634011090573013
2024,Hungarian Grand Prix,PIA,McLaren,25,2,8,HARD,82.962,1,44.9,28.8,66.8,510,1.24600000000001,5,82.654,0.308000000000007,0.617375231053604
2024,Hungarian Grand Prix,PIA,McLaren,26,2,9,HARD,82.654,1,44.9,28.8,65,511,0.938000000000002,6,82.654,0,0.600739371534196
2024,Hungarian Grand Prix,PIA,McLaren,27,2,10,HARD,82.747,1,44.9,28.8,63.2,512,1.03100000000001,7,82.654,0.0930000000000035,0.584103512014787
2024,Hungarian Grand Prix,PIA,McLaren,28,2,11,HARD,82.79,1,44.9,28.8,61.4,513,1.07400000000001,8,82.654,0.13600000000001,0.567467652495379
2024,Hungarian Grand Prix,PIA,McLaren,29,2,12,HARD,82.704,1,44.9,28.8,59.6,514,0.988,9,82.654,0.0499999999999972,0.55083179297597
2024,Hungarian Grand Prix,PIA,McLaren,30,2,13,HARD,83.041,1,44.9,28.8,57.8,515,1.325,10,82.654,0.387,0.534195933456562
2024,Hungarian Grand Prix,PIA,McLaren,31,2,14,HARD,83.172,1,44.9,28.8,56,516,1.456,11,82.654,0.518000000000001,0.517560073937153
2024,Hungarian Grand Prix,PIA,McLaren,32,2,15,HARD,83.397,1,44.9,28.8,54.2,517,1.68100000000001,12,82.654,0.743000000000009,0.500924214417745
2024,Hungarian Grand Prix,PIA,McLaren,33,2,16,HARD,85.863,1,44.9,28.8,52.4,518,4.14700000000001,13,82.654,3.209,0.484288354898336
2024,Hungarian Grand Prix,PIA,McLaren,34,2,17,HARD,84.729,1,44.9,28.8,50.6,519,3.01300000000001,14,82.654,2.075,0.467652495378928
2024,Hungarian Grand Prix,PIA,McLaren,35,2,18,HARD,84.557,1,44.9,28.8,48.8,520,2.84100000000001,15,82.654,1.90300000000001,0.451016635859519
2024,Hungarian Grand Prix,PIA,McLaren,36,2,19,HARD,84.193,1,44.9,28.8,47,521,2.477,16,82.654,1.539,0.434380776340111
2024,Hungarian Grand Prix,PIA,McLaren,37,2,20,HARD,84.384,1,44.9,28.8,45.2,522,2.66800000000001,17,82.654,1.73,0.417744916820702
2024,Hungarian Grand Prix,PIA,McLaren,38,2,21,HARD,84.171,1,44.9,28.8,43.4,523,2.45500000000001,18,82.654,1.51700000000001,0.401109057301294
2024,Hungarian Grand Prix,PIA,McLaren,39,2,22,HARD,84.24,1,44.9,28.8,41.6,524,2.524,19,82.654,1.586,0.384473197781885
2024,Hungarian Grand Prix,PIA,McLaren,40,2,23,HARD,83.76,1,44.9,28.8,39.8,525,2.04400000000001,20,82.654,1.10600000000001,0.367837338262477
2024,Hungarian Grand Prix,PIA,McLaren,41,2,24,HARD,83.95,1,44.9,28.8,38,526,2.23400000000001,21,82.654,1.29600000000001,0.351201478743068
2024,Hungarian Grand Prix,PIA,McLaren,42,2,25,HARD,84.071,1,44.9,28.8,36.2,527,2.355,22,82.654,1.417,0.33456561922366
2024,Hungarian Grand Prix,PIA,McLaren,43,2,26,HARD,84.2,1,44.9,28.8,34.4,528,2.48400000000001,23,82.654,1.54600000000001,0.317929759704251
2024,Hungarian Grand Prix,PIA,McLaren,44,2,27,HARD,84.033,1,44.9,28.8,32.6,529,2.31700000000001,24,82.654,1.379,0.301293900184843
2024,Hungarian Grand Prix,PIA,McLaren,45,2,28,HARD,84.104,1,44.9,28.8,30.8,530,2.38800000000001,25,82.654,1.45,0.284658040665434
2024,Hungarian Grand Prix,PIA,McLaren,50,3,4,MEDIUM,81.863,2,44.9,28.8,21.8,531,0.147000000000006,1,81.716,0.147000000000006,0.201478743068392
2024,Hungarian Grand Prix,PIA,McLaren,51,3,5,MEDIUM,81.716,2,44.9,28.8,20,532,0,2,81.716,0,0.184842883548983
2024,Hungarian Grand Prix,PIA,McLaren,52,3,6,MEDIUM,81.861,2,44.9,28.8,18.2,533,0.14500000000001,3,81.716,0.14500000000001,0.168207024029575
2024,Hungarian Grand Prix,PIA,McLaren,53,3,7,MEDIUM,82.367,2,44.9,28.8,16.4,534,0.65100000000001,4,81.716,0.65100000000001,0.151571164510166
2024,Hungarian Grand Prix,PIA,McLaren,54,3,8,MEDIUM,82.161,2,44.9,28.8,14.6,535,0.445000000000007,5,81.716,0.445000000000007,0.134935304990758
2024,Hungarian Grand Prix,PIA,McLaren,55,3,9,MEDIUM,81.858,2,44.9,28.8,12.8,536,0.14200000000001,6,81.716,0.14200000000001,0.118299445471349
2024,Hungarian Grand Prix,PIA,McLaren,56,3,10,MEDIUM,82.191,2,44.9,28.8,11,537,0.475000000000009,7,81.716,0.475000000000009,0.101663585951941
2024,Hungarian Grand Prix,PIA,McLaren,57,3,11,MEDIUM,82.505,2,44.9,28.8,9.2,538,0.789000000000001,8,81.716,0.789000000000001,0.0850277264325323
2024,Hungarian Grand Prix,PIA,McLaren,58,3,12,MEDIUM,82.431,2,44.9,28.8,7.4,539,0.715000000000003,9,81.716,0.715000000000003,0.0683918669131238
2024,Hungarian Grand Prix,PIA,McLaren,59,3,13,MEDIUM,82.008,2,44.9,28.8,5.6,540,0.292000000000002,10,81.716,0.292000000000002,0.0517560073937153
2024,Hungarian Grand Prix,PIA,McLaren,60,3,14,MEDIUM,82.542,2,44.9,28.8,3.8,541,0.826000000000008,11,81.716,0.826000000000008,0.0351201478743068
2024,Hungarian Grand Prix,PIA,McLaren,61,3,15,MEDIUM,82.06,2,44.9,28.8,2,542,0.344000000000008,12,81.716,0.344000000000008,0.0184842883548983
2024,Hungarian Grand Prix,PIA,McLaren,62,3,16,MEDIUM,82.157,2,44.9,28.8,0.2,543,0.441000000000003,13,81.716,0.441000000000003,0.00184842883548983
2024,Hungarian Grand Prix,PIA,McLaren,64,3,18,MEDIUM,83.06,2,44.9,28.8,0,544,1.34400000000001,14,81.716,1.34400000000001,0
2024,Hungarian Grand Prix,PIA,McLaren,65,3,19,MEDIUM,82.771,2,44.9,28.8,0,545,1.05500000000001,15,81.716,1.05500000000001,0
2024,Hungarian Grand Prix,PIA,McLaren,66,3,20,MEDIUM,82.645,2,44.9,28.8,0,546,0.929000000000002,16,81.716,0.929000000000002,0
2024,Hungarian Grand Prix,PIA,McLaren,67,3,21,MEDIUM,82.62,2,44.9,28.8,0,547,0.904000000000011,17,81.716,0.904000000000011,0
2024,Hungarian Grand Prix,PIA,McLaren,68,3,22,MEDIUM,82.999,1,44.9,28.8,0,548,1.283,18,81.716,1.283,0
2024,Hungarian Grand Prix,PIA,McLaren,69,3,23,MEDIUM,82.597,1,44.9,28.8,0,549,0.881,19,81.716,0.881,0
2024,Hungarian Grand Prix,PIA,McLaren,70,3,24,MEDIUM,82.927,1,44.9,28.8,0,550,1.21100000000001,20,81.716,1.21100000000001,0
2024,Italian Grand Prix,PIA,McLaren,2,1,2,MEDIUM,85.116,1,49.3,33.1,108.2,551,3.173,1,84.077,1.039,1
2024,Italian Grand Prix,PIA,McLaren,3,1,3,MEDIUM,85.261,1,49.3,33.1,106.4,552,3.318,2,84.077,1.184,0.983364140480592
2024,Italian Grand Prix,PIA,McLaren,4,1,4,MEDIUM,84.695,1,49.3,33.1,104.6,553,2.752,3,84.077,0.617999999999995,0.966728280961183
2024,Italian Grand Prix,PIA,McLaren,5,1,5,MEDIUM,84.66,1,49.3,33.1,102.8,554,2.717,4,84.077,0.582999999999998,0.950092421441774
2024,Italian Grand Prix,PIA,McLaren,6,1,6,MEDIUM,84.603,1,49.3,33.1,101,555,2.66,5,84.077,0.525999999999996,0.933456561922366
2024,Italian Grand Prix,PIA,McLaren,7,1,7,MEDIUM,84.418,1,49.3,33.1,99.2,556,2.47500000000001,6,84.077,0.341000000000008,0.916820702402958
2024,Italian Grand Prix,PIA,McLaren,8,1,8,MEDIUM,84.57,1,49.3,33.1,97.4,557,2.627,7,84.077,0.492999999999995,0.900184842883549
2024,Italian Grand Prix,PIA,McLaren,9,1,9,MEDIUM,84.375,1,49.3,33.1,95.6,558,2.432,8,84.077,0.298000000000002,0.88354898336414
2024,Italian Grand Prix,PIA,McLaren,10,1,10,MEDIUM,84.077,1,49.3,33.1,93.8,559,2.134,9,84.077,0,0.866913123844732
2024,Italian Grand Prix,PIA,McLaren,11,1,11,MEDIUM,84.247,1,49.3,33.1,92,560,2.304,10,84.077,0.170000000000002,0.850277264325323
2024,Italian Grand Prix,PIA,McLaren,12,1,12,MEDIUM,84.748,1,49.3,33.1,90.2,561,2.80500000000001,11,84.077,0.671000000000006,0.833641404805915
2024,Italian Grand Prix,PIA,McLaren,13,1,13,MEDIUM,84.67,1,49.3,33.1,88.4,562,2.727,12,84.077,0.593000000000004,0.817005545286506
2024,Italian Grand Prix,PIA,McLaren,14,1,14,MEDIUM,85.048,1,49.3,33.1,86.6,563,3.105,13,84.077,0.971000000000004,0.800369685767098
2024,Italian Grand Prix,PIA,McLaren,19,2,3,HARD,84.602,4,49.3,33.1,77.6,564,2.65900000000001,1,82.968,1.634,0.717190388170055
2024,Italian Grand Prix,PIA,McLaren,20,2,4,HARD,83.986,3,49.3,33.1,75.8,565,2.04300000000001,2,82.968,1.018,0.700554528650647
2024,Italian Grand Prix,PIA,McLaren,21,2,5,HARD,83.903,3,49.3,33.1,74,566,1.96000000000001,3,82.968,0.935000000000002,0.683918669131238
2024,Italian Grand Prix,PIA,McLaren,22,2,6,HARD,83.647,3,49.3,33.1,72.2,567,1.70400000000001,4,82.968,0.679000000000002,0.66728280961183
2024,Italian Grand Prix,PIA,McLaren,23,2,7,HARD,83.66,1,49.3,33.1,70.4,568,1.717,5,82.968,0.691999999999993,0.650646950092421
2024,Italian Grand Prix,PIA,McLaren,24,2,8,HARD,83.315,1,49.3,33.1,68.6,569,1.372,6,82.968,0.346999999999994,0.634011090573013
2024,Italian Grand Prix,PIA,McLaren,25,2,9,HARD,83.23,1,49.3,33.1,66.8,570,1.28700000000001,7,82.968,0.262,0.617375231053604
2024,Italian Grand Prix,PIA,McLaren,26,2,10,HARD,83.133,1,49.3,33.1,65,571,1.19,8,82.968,0.164999999999992,0.600739371534196
2024,Italian Grand Prix,PIA,McLaren,27,2,11,HARD,83.088,1,49.3,33.1,63.2,572,1.145,9,82.968,0.11999999999999,0.584103512014787
2024,Italian Grand Prix,PIA,McLaren,28,2,12,HARD,83.168,1,49.3,33.1,61.4,573,1.22500000000001,10,82.968,0.200000000000003,0.567467652495379
2024,Italian Grand Prix,PIA,McLaren,29,2,13,HARD,83.066,1,49.3,33.1,59.6,574,1.123,11,82.968,0.097999999999999,0.55083179297597
2024,Italian Grand Prix,PIA,McLaren,30,2,14,HARD,82.968,1,49.3,33.1,57.8,575,1.02500000000001,12,82.968,0,0.534195933456562
2024,Italian Grand Prix,PIA,McLaren,31,2,15,HARD,83.221,1,49.3,33.1,56,576,1.27800000000001,13,82.968,0.253,0.517560073937153
2024,Italian Grand Prix,PIA,McLaren,32,2,16,HARD,83.48,1,49.3,33.1,54.2,577,1.53700000000001,14,82.968,0.512,0.500924214417745
2024,Italian Grand Prix,PIA,McLaren,33,2,17,HARD,83.148,1,49.3,33.1,52.4,578,1.205,15,82.968,0.179999999999993,0.484288354898336
2024,Italian Grand Prix,PIA,McLaren,34,2,18,HARD,83.456,1,49.3,33.1,50.6,579,1.51300000000001,16,82.968,0.488,0.467652495378928
2024,Italian Grand Prix,PIA,McLaren,35,2,19,HARD,83.409,1,49.3,33.1,48.8,580,1.46600000000001,17,82.968,0.441000000000003,0.451016635859519
2024,Italian Grand Prix,PIA,McLaren,36,2,20,HARD,83.746,1,49.3,33.1,47,581,1.803,18,82.968,0.777999999999992,0.434380776340111
2024,Italian Grand Prix,PIA,McLaren,41,3,3,HARD,82.066,3,49.3,33.1,38,582,0.123000000000005,1,81.943,0.123000000000005,0.351201478743068
2024,Italian Grand Prix,PIA,McLaren,42,3,4,HARD,82.331,3,49.3,33.1,36.2,583,0.388000000000005,2,81.943,0.388000000000005,0.33456561922366
2024,Italian Grand Prix,PIA,McLaren,43,3,5,HARD,82.092,3,49.3,33.1,34.4,584,0.149000000000001,3,81.943,0.149000000000001,0.317929759704251
2024,Italian Grand Prix,PIA,McLaren,44,3,6,HARD,82.628,3,49.3,33.1,32.6,585,0.685000000000002,4,81.943,0.685000000000002,0.301293900184843
2024,Italian Grand Prix,PIA,McLaren,45,3,7,HARD,83.675,2,49.3,33.1,30.8,586,1.732,5,81.943,1.732,0.284658040665434
2024,Italian Grand Prix,PIA,McLaren,46,3,8,HARD,82.537,2,49.3,33.1,29,587,0.594000000000008,6,81.943,0.594000000000008,0.268022181146026
2024,Italian Grand Prix,PIA,McLaren,47,3,9,HARD,82.253,2,49.3,33.1,27.2,588,0.310000000000002,7,81.943,0.310000000000002,0.251386321626617
2024,Italian Grand Prix,PIA,McLaren,48,3,10,HARD,82.725,2,49.3,33.1,25.4,589,0.781999999999996,8,81.943,0.781999999999996,0.234750462107209
2024,Italian Grand Prix,PIA,McLaren,49,3,11,HARD,82.945,2,49.3,33.1,23.6,590,1.002,9,81.943,1.002,0.2181146025878
2024,Italian Grand Prix,PIA,McLaren,50,3,12,HARD,82.586,2,49.3,33.1,21.8,591,0.643000000000001,10,81.943,0.643000000000001,0.201478743068392
2024,Italian Grand Prix,PIA,McLaren,51,3,13,HARD,82.424,2,49.3,33.1,20,592,0.481000000000009,11,81.943,0.481000000000009,0.184842883548983
2024,Italian Grand Prix,PIA,McLaren,52,3,14,HARD,81.948,2,49.3,33.1,18.2,593,0.00499999999999545,12,81.943,0.00499999999999545,0.168207024029575
2024,Italian Grand Prix,PIA,McLaren,53,3,15,HARD,81.943,2,49.3,33.1,16.4,594,0,13,81.943,0,0.151571164510166
2024,Japanese Grand Prix,PIA,McLaren,4,2,4,MEDIUM,97.734,6,37.5,21.7,104.6,595,6.69499999999999,1,97.631,0.102999999999994,0.966728280961183
